name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,title,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage
Michael & Reiner Schmidt-Ruthenbeck,Schmidt-Ruthenbeck,michael-reiner-schmidt-ruthenbeck,no-pic,-26.681,,retail,Fashion & Retail,M,Germany,,1488028803343,,,,,,
Peter Thiel,Thiel,peter-thiel,peter-thiel,0.017,49,"Facebook, Palantir",Finance and Investments,M,United States,"Partner, Founders Fund",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57a3b6ca31358e4fd70bf414/416x416.jpg?background=000000&cropX1=18&cropX2=722&cropY1=34&cropY2=738
Vladimir Kim,Kim,vladimir-kim,vladimir-kim,-50.198,56,mining,Metals & Mining,M,Kazakhstan,,1488028803343,,,,,,
Ray Davis,Davis,ray-davis,ray-davis,-7.394,75,pipelines,Energy,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/57e16edba7ea430a8a1a0c09/416x416.jpg?background=000000&cropX1=98&cropX2=697&cropY1=89&cropY2=688
Silas Chou,Chou,silas-chou,silas-chou,-0.02,70,fashion investments,Fashion & Retail,M,Hong Kong,,1488028803343,,,,,,
Karsanbhai Patel,Patel,karsanbhai-patel,karsanbhai-patel,0,73,consumer goods,Diversified,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/56a98641f96cc7f3a818b6a649fad484/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Stephan Schmidheiny,Schmidheiny,stephan-schmidheiny,stephan-schmidheiny,0,69,investments,Finance and Investments,M,Switzerland,,1488028803343,,,,,,
Rajan Raheja & family,Raheja,rajan-raheja,rajan-raheja,-0.001,62,diversified,Diversified,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/df0aae1c2f874c4503bc20cf3fb4551a/416x416.jpg?background=000000&cropX1=52&cropX2=717&cropY1=15&cropY2=681
Michael Ashley,Ashley,michael-ashley,michael-ashley,8.282,52,sports retailing,Fashion & Retail,M,United Kingdom,,1488028803343,,,,,,
Sebastian Piñera,Piñera,sebastian-pinera,sebastian-pinera,0,67,investments,Finance and Investments,M,Chile,"President, Chile",1488028803343,,,,,,
Mohamed Mansour,Mansour,mohamed-mansour,mohamed-mansour,0,69,diversified,Diversified,M,Egypt,,1488028803343,,,,,,
Otto Happel,Happel,otto-happel,otto-happel,0,69,engineering,Construction & Engineering,M,Germany,,1488028803343,,,,,,
Najib Mikati,Mikati,najib-mikati,najib-mikati,-11.658,61,telecom,Telecom,M,Lebanon,,1488028803343,,,,,,
Taha Mikati,Mikati,taha-mikati,no-pic,-11.658,72,telecom,Telecom,M,Lebanon,,1488028803343,,,,,,
Marc Rowan,Rowan,marc-rowan,marc-rowan,7.772,54,private equity,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e17e094bbe6f6781c52ddb/416x416.jpg?background=000000&cropX1=230&cropX2=728&cropY1=132&cropY2=630
Paul Singer,Singer,paul-singer,paul-singer,0,72,hedge funds,Finance and Investments,M,United States,"Founder, Elliott Management",1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e18e5a4bbe6f6781c52f22/416x416.jpg?background=000000&cropX1=10&cropX2=730&cropY1=118&cropY2=838
Robert Miller,Miller,robert-miller,robert-miller,-1.362,71,electronics components,Technology,M,Canada,"President and CEO, Future Electronics",1488028803343,,,,,,
Robert Duggan,Duggan,robert-duggan,robert-duggan,1.412,72,pharmaceuticals,Healthcare,M,United States,,1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/e3fd6b2d18ee5fda5cb316a7cea561d6/416x416.jpg?background=000000&cropX1=161&cropX2=514&cropY1=56&cropY2=409
Otto Philipp Braun,Braun,otto-philipp-braun,otto-philipp-braun,0,39,medical technology,Healthcare,M,Germany,,1488028803343,,,,,,
Philippe Foriel-Destezet,Foriel-Destezet,philippe-foriel-destezet,philippe-foriel-destezet,-6.494,81,employment agency,Service,M,France,,1488028803343,,,,,,
Luciano Benetton,Benetton,luciano-benetton,luciano-benetton,-9.366,81,"fashion retail, investments",Fashion & Retail,M,Italy,,1488028803343,,,,,,
P.V. Ramprasad Reddy,Reddy,pv-ramprasad-reddy,pv-ramprasad-reddy,0,58,pharmaceuticals,Healthcare,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/d0be2e909f95f43c7f8c70b9d4c8d3cd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863
Louis Le Duff,Le Duff,louis-le-duff,louis-le-duff,0,70,bakeries,Food and Beverage,M,France,,1488028803343,,,,,,
Martin Ebner,Ebner,martin-ebner,martin-ebner,-40.745,71,investments,Finance and Investments,M,Switzerland,,1488028803343,,,,,,
Lawrence Stroll,Stroll,lawrence-stroll,lawrence-stroll,0,57,fashion investments,Fashion & Retail,M,Canada,,1488028803343,,,,,,
Qiu Jianping & family,Qiu,qiu-jianping,qiu-jianping,94.401,55,hand tools,Manufacturing,M,China,,1488028803343,,Zhejiang,,,,
Sean Parker,Parker,sean-parker,sean-parker,0.008,37,Facebook,Technology,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e17d714bbe6f6781c52dd8/416x416.jpg?background=000000&cropX1=24&cropX2=723&cropY1=63&cropY2=762
Robert Miller,Miller,robert-miller-1,no-pic,0,83,retail,Fashion & Retail,M,United Kingdom,,1488028803343,,,,,,
Yoshiko Mori,Mori,yoshiko-mori,yoshiko-mori,0,76,real estate,Real Estate,F,Japan,,1488028803343,,,,,,
Scott Lin & family,Lin,scott-lin,scott-lin,-98.239,,optical components,Technology,M,Taiwan,,1488028803343,,,,,,
Tom Benson & family,Benson,tom-benson,tom-benson,0,89,New Orleans Saints,Sports,M,United States,,1488028803343,LA,Louisiana,,,,http://specials-images.forbesimg.com/imageserve/57e18d1031358e16c589bff3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=250&cropY2=994
Stephen Mandel Jr,Mandel,stephen-mandel-jr,no-pic,0,60,hedge funds,Finance and Investments,M,United States,"Founder, Lone Pine Capital",1488028803343,CT,Connecticut,,,,
Steve Wynn,Wynn,steve-wynn,steve-wynn,2.055,75,"casinos, hotels",Gambling & Casinos,M,United States,"Chairman and CEO, Wynn Resorts",1488028803343,NV,Nevada,,,,http://specials-images.forbesimg.com/imageserve/57e17be64bbe6f6781c52dcb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=250&cropY2=994
Tsai Hong-tu,Tsai,tsai-hong-tu,tsai-hong-tu,-22.407,64,finance,Finance and Investments,M,Taiwan,,1488028803343,,,,,,
Lei Jufang,Lei,lei-jufang,lei-jufang,-24.998,64,pharmaceuticals,Healthcare,F,China,,1488028803343,,Gansu,,,,
Zhang Bangxin,Zhang,zhang-bangxin,no-pic,-0.595,37,after-school tutoring,Service,M,China,,1488028803343,,Beijing,,,,
Rishad Naoroji,Naoroji,rishad-naoroji,rishad-naoroji,-0.001,65,consumer goods,Diversified,M,India,,1488028803343,,,,,,
Peter Buck,Buck,peter-buck,peter-buck,0,86,Subway sandwich shops,Food and Beverage,M,United States,"Co-Founder, Doctor's Associates (Subway)",1488028803343,CT,Connecticut,,,,http://specials-images.forbesimg.com/imageserve/d49004dde899836482456b533a9e22d9/416x416.jpg?background=000000&cropX1=153&cropX2=615&cropY1=42&cropY2=504
Nadir Godrej,Godrej,nadir-godrej,nadir-godrej,0,66,diversified,Diversified,M,India,,1488028803343,,,,,,
Smita Crishna-Godrej,Crishna-Godrej,smita-crishna-godrej,no-pic-female,0,66,diversified,Diversified,F,India,,1488028803343,,,,,,
Mohammed Al Issa & family,Al Issa,mohammed-al-issa,no-pic,0,92,investments,Finance and Investments,M,Saudi Arabia,,1488028803343,,,,,,
Patrick Ryan,Ryan,patrick-ryan,patrick-ryan,4.278,79,insurance,Finance and Investments,M,United States,"Chairman and CEO, Ryan Specialty Group",1488028803343,IL,Illinois,,,,http://specials-images.forbesimg.com/imageserve/57e179e831358e16c589bf2a/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=64&cropY2=730
William Conway Jr,Conway,william-conway-jr,william-conway-jr,2.225,67,private equity,Finance and Investments,M,United States,"Co-Chief Executive Officer and Co-founder, Carlyle Group",1488028803343,VA,Virginia,,,,http://specials-images.forbesimg.com/imageserve/57e17c2aa7ea430a8a1a0ca8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841
Zygmunt Solorz-Zak,Solorz-Zak,zygmunt-solorz-zak,zygmunt-solorz-zak,-48.797,60,TV broadcasting,Media & Entertainment,M,Poland,,1488028803343,,,,,,
Raj Kumar & Kishin RK,Kumar & Kishin RK,raj-kumar-kishin-rk,raj-kumar-kishin-rk,0,62,real estate,Real Estate,M,Singapore,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/2ee0cbfdcb4531b1edcc4917f3b1df61/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870
Pham Nhat Vuong,Vuong,pham-nhat-vuong,pham-nhat-vuong,0,48,real estate,Real Estate,M,Vietnam,,1488028803343,,,,,,
Kenneth Feld & family,Feld,kenneth-feld,kenneth-feld,0,68,"circus, live entertainment",Media & Entertainment,M,United States,"Chairman, Feld Entertainment",1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/57e1978f31358e16c589c0b1/416x416.jpg?background=000000&cropX1=180&cropX2=558&cropY1=45&cropY2=424
Philip Niarchos,Niarchos,philip-niarchos,philip-niarchos,0,63,art collection,Diversified,M,Greece,,1488028803343,,,,,,
Robert Smith,Smith,robert-smith,robert-smith,0,54,private equity,Finance and Investments,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/57e17434a7ea430a8a1a0c60/416x416.jpg?background=000000&cropX1=79&cropX2=712&cropY1=139&cropY2=772
Wilbur Ross Jr,Ross,wilbur-ross-jr,wilbur-ross-jr,0,79,investments,Finance and Investments,M,United States,,1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/57e11b6c4bbe6f6781c5286b/416x416.jpg?background=000000&cropX1=64&cropX2=731&cropY1=3&cropY2=670
Michael Ying,Ying,michael-ying,michael-ying,12.915,67,retail,Fashion & Retail,M,Hong Kong,,1488028803343,,,,,,
Lee Man Tat,Lee,lee-man-tat,lee-man-tat,0,87,food,Food and Beverage,M,Hong Kong,,1488028803343,,,,,,
Mark Walter,Walter,mark-walter,mark-walter,0,56,finance,Finance and Investments,M,United States,"CEO, Guggenheim Partners LLC",1488028803343,IL,Illinois,,,,http://specials-images.forbesimg.com/imageserve/57e18a1831358e16c589bfe1/416x416.jpg?background=000000&cropX1=84&cropX2=694&cropY1=61&cropY2=672
Ty Warner,Warner,ty-warner,ty-warner,0,72,"real estate, plush toys",Real Estate,M,United States,,1488028803343,IL,Illinois,,,,http://specials-images.forbesimg.com/imageserve/57e188b031358e16c589bfd7/416x416.jpg?background=000000&cropX1=87&cropX2=694&cropY1=92&cropY2=700
Thomas Siebel,Siebel,thomas-siebel,thomas-siebel,0,64,business software,Technology,M,United States,,1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e18a8731358e16c589bfe5/416x416.jpg?background=000000&cropX1=35&cropX2=744&cropY1=348&cropY2=1057
Vinod & Anil Rai Gupta & family,Gupta,vinod-anil-rai-gupta,vinod-anil-rai-gupta,0,71,electrical equipment,Manufacturing,F,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57dc48144bbe6f6781c51190/416x416.jpg?background=000000&cropX1=23&cropX2=656&cropY1=143&cropY2=776
Sarik Tara,Tara,sarik-tara,sarik-tara,-19.851,86,construction,Construction & Engineering,M,Turkey,,1488028803343,,,,,,
Richard Peery,Peery,richard-peery,no-pic,0,78,real estate,Real Estate,M,United States,,1488028803343,CA,California,,,,
Warren Stephens,Stephens,warren-stephens,warren-stephens,-2.35,60,investment banking,Finance and Investments,M,United States,,1488028803343,AR,Arkansas,,,,http://specials-images.forbesimg.com/imageserve/57e181034bbe6f6781c52e18/416x416.jpg?background=000000&cropX1=105&cropX2=744&cropY1=55&cropY2=695
Thomas Secunda,Secunda,thomas-secunda,thomas-secunda,0,62,Bloomberg LP,Media & Entertainment,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e17a5fa7ea430a8a1a0c96/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=137&cropY2=881
Penny Pritzker,Pritzker,penny-pritzker,penny-pritzker,6.393,57,"hotels, investments",Finance and Investments,F,United States,,1488028803343,DC,District of Columbia,,,,http://specials-images.forbesimg.com/imageserve/57e17e4d31358e16c589bf68/416x416.jpg?background=000000&cropX1=110&cropX2=744&cropY1=34&cropY2=669
Phillip Ruffin,Ruffin,phillip-ruffin,phillip-ruffin,0,81,"casinos, real estate",Diversified,M,United States,,1488028803343,NV,Nevada,,,,http://specials-images.forbesimg.com/imageserve/57e1738aa7ea430a8a1a0c57/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
Scott Cook,Cook,scott-cook,scott-cook,94.775,64,software,Technology,M,United States,,1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e19015a7ea430a8a1a0d91/416x416.jpg?background=000000&cropX1=69&cropX2=686&cropY1=47&cropY2=664
Shen Guojun,Shen,shen-guojun,shen-guojun,5.724,54,retail,Fashion & Retail,M,China,,1488028803343,,Beijing,,,,
Tang Yiu,Tang,tang-yiu,tang-yiu,0,82,fashion retail,Fashion & Retail,M,Hong Kong,,1488028803343,,,,,,
Sunil Vaswani,Vaswani,sunil-vaswani,sunil-vaswani,0,53,diversified,Diversified,M,United Kingdom,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57d98af54bbe6f6781c4fa68/416x416.jpg?background=000000&cropX1=193&cropX2=528&cropY1=126&cropY2=461
Judy Faulkner,Faulkner,judy-faulkner,judy-faulkner,0,73,health IT,Healthcare,F,United States,"Founder-CEO, Epic Systems",1488028803343,WI,Wisconsin,,,,http://specials-images.forbesimg.com/imageserve/6abbbcd9286a56989defe28376460c2d/416x416.jpg?background=000000&cropX1=34&cropX2=685&cropY1=44&cropY2=695
Semahat Sevim Arsel,Arsel,semahat-sevim-arsel,semahat-sevim-arsel,-20.583,88,diversified,Diversified,F,Turkey,,1488028803343,,,,,,
Manuel Lao Hernandez,Lao Hernandez,manuel-lao-hernandez,no-pic,0,72,gambling,Gambling & Casinos,M,Spain,,1488028803343,,,,,,
Liang Xinjun,Liang,liang-xinjun,liang-xinjun,-13.38,49,conglomerate,Diversified,M,China,,1488028803343,,Shanghai,,,,
Noam Gottesman,Gottesman,noam-gottesman,noam-gottesman,0.057,55,hedge funds,Finance and Investments,M,United States,"Chief Executive Officer, TOMS Capital",1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e1835731358e16c589bfad/416x416.jpg?background=000000&cropX1=103&cropX2=680&cropY1=21&cropY2=598
Nicolas Puech,Puech,nicolas-puech,nicolas-puech,-4.666,74,Hermes,Fashion & Retail,M,France,,1488028803343,,,,,,
Kazuo Okada & family,Okada,kazuo-okada,kazuo-okada,-14.508,74,casinos,Gambling & Casinos,M,Japan,,1488028803343,,,,,,
Rudolf Maag,Maag,rudolf-maag,no-pic,-2.056,71,medical devices,Healthcare,M,Switzerland,,1488028803343,,,,,,
Julio Mario Santo Domingo III,Santo Domingo,julio-mario-santo-domingo-iii,julio-mario-santo-domingo-iii,-5.7,31,beer,Food and Beverage,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e17c6ba7ea430a8a1a0cab/416x416.jpg?background=000000&cropX1=108&cropX2=643&cropY1=19&cropY2=554
Tatiana Casiraghi,Casiraghi,tatiana-casiraghi,tatiana-casiraghi,-5.7,33,beer,Food and Beverage,F,Monaco,,1488028803343,,,,,,
Radovan Vitek,Vitek,radovan-vitek,radovan-vitek,0,45,real estate,Real Estate,M,Czech Republic,,1488028803343,,,,,,//specials-images.forbesimg.com/imageserve/6ff5db61a8c6b655c2e30baf909d4898/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=132&cropY2=876
Yun Wah Fong,Fong,yun-wah-fong,yun-wah-fong,0,92,real estate,Real Estate,M,Hong Kong,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/56ca34e0e4b062f6b59a2e7c/416x416.jpg?background=000000&cropX1=74&cropX2=686&cropY1=11&cropY2=623
Zhu Gongshan,Zhu,zhu-gongshan,zhu-gongshan,-5.872,59,solar panel materials,Manufacturing,M,China,,1488028803343,,,,,,
Sit Kwong Lam,Sit,sit-kwong-lam,sit-kwong-lam,-19.065,48,"oil, transportation",Energy,M,Hong Kong,,1488028803343,,Hong Kong,,,,
Li Wa,Li,li-wa,li-wa,0,51,real estate,Real Estate,M,Hong Kong,,1488028803343,,Guangdong,,,,
Stein Erik Hagen,Hagen,stein-erik-hagen,stein-erik-hagen,-0.251,60,consumer goods,Fashion & Retail,M,Norway,,1488028803343,,,,,,
Nick Caporella,Caporella,nick-caporella,no-pic,-13.698,81,beverages,Food and Beverage,M,United States,,1488028803343,FL,Florida,,,,
Song Zuowen,Song,song-zuowen,song-zuowen,-8.391,69,"aluminum, diversified",Diversified,M,China,,1488028803343,,Shandong,,,,
Meg Whitman,Whitman,meg-whitman,meg-whitman,-4.114,60,eBay,Technology,F,United States,"CEO, Hewlett-Packard",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e18e9c31358e16c589c003/416x416.jpg?background=000000&cropX1=153&cropX2=533&cropY1=58&cropY2=438
Lee Joong-Keun,Lee,lee-joong-keun,lee-joong-keun,0,76,"construction, real estate",Construction & Engineering,M,South Korea,Booyoung Group,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/fd2393ccb537f4c38b03191ba3a57ab9/416x416.jpg?background=000000&cropX1=143&cropX2=663&cropY1=18&cropY2=538
Xu Jingren,Xu,xu-jingren,xu-jingren,0,72,pharmaceuticals,Healthcare,M,China,,1488028803343,,Jiangsu,,,,
Michael Rubin,Rubin,michael-rubin,michael-rubin,0,44,online retail,Fashion & Retail,M,United States,"CEO, Kynetic",1488028803343,PA,Pennsylvania,,,,http://specials-images.forbesimg.com/imageserve/57e183afa7ea430a8a1a0d06/416x416.jpg?background=000000&cropX1=177&cropX2=700&cropY1=76&cropY2=600
Stanley Hubbard,Hubbard,stanley-hubbard,stanley-hubbard,7.79,83,DirecTV,Media & Entertainment,M,United States,"Chairman and CEO, Hubbard Broadcasting, Inc.",1488028803343,MN,Minnesota,,,,http://specials-images.forbesimg.com/imageserve/57e18c124bbe6f6781c52f0e/416x416.jpg?background=000000&cropX1=185&cropX2=452&cropY1=301&cropY2=568
Kuok Khoon Hong,Kuok,kuok-khoon-hong,kuok-khoon-hong,13.899,67,palm oil,Manufacturing,M,Singapore,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5797e2ce31358e154fddfded/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815
Yuan Yafei,Yuan,yuan-yafei,yuan-yafei,-15.555,53,"retail, investments",Fashion & Retail,M,China,,1488028803343,,Jiangsu,,,,
Vadim Moshkovich,Moshkovich,vadim-moshkovich,vadim-moshkovich,4.583,49,"agriculture, land",Food and Beverage,M,Russia,,1488028803343,,,,,,
Mikail Shishkhanov,Shishkhanov,mikail-shishkhanov,mikail-shishkhanov,-0.314,44,"oil, banking, real estate",Diversified,M,Russia,,1488028803343,,,,,,
Qi Shi & family,Qi,qi-shi,qi-shi,-1.371,47,financial information,Technology,M,China,,1488028803343,,Shanghai,,,,http://specials-images.forbesimg.com/imageserve/57a3b4d7a7ea4337c2cef3c2/416x416.jpg?background=000000&cropX1=87&cropX2=638&cropY1=27&cropY2=578
Saleh Kamel,Kamel,saleh-kamel,saleh-kamel,0,75,"banking, healthcare",Diversified,M,Saudi Arabia,,1488028803343,,,,,,
Stefan Olsson,Olsson,stefan-olsson,stefan-olsson,0,68,diversified,Diversified,M,Sweden,,1488028803343,,,,,,
Ted Turner,Turner,ted-turner,ted-turner,0,78,cable television,Media & Entertainment,M,United States,,1488028803343,GA,Georgia,,,,http://specials-images.forbesimg.com/imageserve/57e18f6ea7ea430a8a1a0d81/416x416.jpg?background=000000&cropX1=55&cropX2=733&cropY1=85&cropY2=763
Stewart Rahr,Rahr,stewart-rahr,stewart-rahr,0,71,drug distribution,Healthcare,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/55fb106ae4b0ffa7afe4b438/416x416.jpg?background=000000&cropX1=143&cropX2=649&cropY1=76&cropY2=582
Mitchell Goldhar,Goldhar,mitchell-goldhar,mitchell-goldhar,-15.069,55,real estate,Real Estate,M,Canada,"Owner, SmartCentres",1488028803343,,Ontario,,,,
Tsai Cheng-da,Tsai,tsai-cheng-da,no-pic,-21.238,,finance,Finance and Investments,M,Taiwan,,1488028803343,,,,,,
Nikolai Buinov,Buinov,nikolai-buinov,no-pic,0,49,"oil, gas",Energy,M,Russia,,1488028803343,,,,,,
Wu Jianshu,Wu,wu-jianshu,no-pic,40.383,53,auto parts,Automotive,M,Hong Kong,,1488028803343,,Zhejiang,,,,
Xue Xiangdong & family,Xue,xue-xiangdong,xue-xiangdong,44.38,58,software,Technology,M,China,,1488028803343,,Beijing,,,,
Zhou Yaoting & family,Zhou,zhou-yaoting,no-pic,6.629,73,"apparel, real estate",Diversified,M,China,,1488028803343,,Jiangsu,,,,
Ralph Sonnenberg & family,Sonnenberg,ralph-sonnenberg,no-pic,-26.506,82,blinds,Manufacturing,M,Netherlands,"Chairman and CEO, Hunter Douglas N.V.",1488028803343,,,,,,
Sze Man Bok,Sze,sze-man-bok,sze-man-bok,-32.438,67,hygiene products,Manufacturing,M,China,,1488028803343,,Fujian,,,,
Seo Jung-Jin,Seo,seo-jung-jin,seo-jung-jin,-17.882,59,biotech,Healthcare,M,South Korea,Celltrion,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropX1=95&cropX2=570&cropY1=89&cropY2=564
Krit Ratanarak,Ratanarak,krit-ratanarak,krit-ratanarak,-2.564,70,"media, real estate",Media & Entertainment,M,Thailand,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/31ffeafcbeab192c12055cf9cb97f9e2/416x416.jpg?background=000000&cropX1=35&cropX2=347&cropY1=29&cropY2=341
Sam Goi,Goi,sam-goi,sam-goi,4.148,68,frozen foods,Food and Beverage,M,Singapore,,1488028803343,,,,,,
Wu Zhigang & family,Wu,wu-zhigang,no-pic,7.134,82,bakery chain,Food and Beverage,M,China,,1488028803343,,Liaoning,,,,
Mustafa Rahmi Koc,Koc,mustafa-rahmi-koc,mustafa-rahmi-koc,-18.464,86,diversified,Diversified,M,Turkey,,1488028803343,,,,,,
Qin Yinglin & family,Qin,qin-yinglin,qin-yinglin,15.7,51,pig breeding,Food and Beverage,M,China,,1488028803343,,Henan,,,,
Rakesh Jhunjhunwala,Jhunjhunwala,rakesh-jhunjhunwala,rakesh-jhunjhunwala,-0.002,56,investments,Finance and Investments,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57d88b9ca7ea430a8a19ddbe/416x416.jpg?background=000000&cropX1=190&cropX2=593&cropY1=216&cropY2=619
Ron Baron,Baron,ron-baron,ron-baron,0,73,money management,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/988a2396e97fe1c950b4a8a983f17c8d/416x416.jpg?background=000000&cropX1=50&cropX2=622&cropY1=3&cropY2=575
Thomas Lee,Lee,thomas-lee,thomas-lee,0,72,private equity,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e1983a31358e16c589c0c5/416x416.jpg?background=000000&cropX1=101&cropX2=631&cropY1=172&cropY2=702
Kiran Mazumdar-Shaw,Mazumdar-Shaw,kiran-mazumdar-shaw,kiran-mazumdar-shaw,0,63,biotech,Healthcare,F,India,"Founder-chair, Biocon Ltd.",1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5734aba131358e68498f61e8/416x416.jpg?background=000000&cropX1=106&cropX2=620&cropY1=21&cropY2=535
Karel Komarek,Komarek,karel-komarek,karel-komarek,-12.514,47,oil & gas,Energy,M,Czech Republic,,1488028803343,,,,,,
Rufino Vigil Gonzalez,Vigil Gonzalez,rufino-vigil-gonzalez,rufino-vigil-gonzalez,73.546,68,steel,Metals & Mining,M,Mexico,,1488028803343,,,,,,
Zhang Li,Zhang,zhang-li,zhang-li,-14.789,64,real estate,Real Estate,M,China,,1488028803343,,Guangdong,,,,
Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,0,73,telecom equipment,Telecom,M,China,,1488028803343,,Guangdong,,,,http://specials-images.forbesimg.com/imageserve/56c6960fe4b062f6b59a146c/416x416.jpg?background=000000&cropX1=279&cropX2=635&cropY1=314&cropY2=670
Marius Nacht,Nacht,marius-nacht,marius-nacht,-7.637,51,software,Technology,M,Israel,,1488028803343,,,,,,
Rakesh Gangwal,Gangwal,rakesh-gangwal,rakesh-gangwal,-0.046,63,airline,Service,M,United States,,1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/55f78579e4b0ffa7afe49489/416x416.jpg?background=000000&cropX1=90&cropX2=609&cropY1=53&cropY2=572
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,3.212,63,real estate,Real Estate,M,China,,1488028803343,,Beijing,,,,
Murdaya Poo,Poo,murdaya-poo,murdaya-poo,1.599,76,diversified,Diversified,M,Indonesia,,1488028803343,,,,,,
Ni Zugen,Ni,ni-zugen,no-pic,-17.402,60,appliances,Manufacturing,M,China,,1488028803343,,Jiangsu,,,,
Maja Oeri,Oeri,maja-oeri,maja-oeri,2.414,62,Roche Holding,Healthcare,F,Switzerland,,1488028803343,,,,,,
Sun Hongbin,Sun,sun-hongbin,sun-hongbin,23.813,54,real estate,Real Estate,M,United States,,1488028803343,,Tianjin,,,,
Yeoh Tiong Lay,Yeoh,yeoh-tiong-lay,yeoh-tiong-lay,-0.521,87,"construction, real estate",Diversified,M,Malaysia,,1488028803343,,,,,,
Michael Hintze,Hintze,michael-hintze,michael-hintze,0,63,investment,Finance and Investments,M,Australia,"Founder, CQS LLP",1488028803343,,,,,,
Peter Lim,Lim,peter-lim,peter-lim,-3.261,63,investments,Finance and Investments,M,Singapore,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5797e4c94bbe6f17e8fbb000/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=102&cropY2=846
T.Y. Tsai,Tsai,ty-tsai,ty-tsai,0,,finance,Finance and Investments,M,Taiwan,,1488028803343,,,,,,
Lee Jay-Hyun,Lee,lee-jay-hyun,lee-jay-hyun,18.423,56,"food products, entertainment",Diversified,M,South Korea,CJ Corp,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/571a6f3731358e1869e2a8e8/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=15&cropY2=511
Peter Peterson,Peterson,peter-peterson,peter-peterson,-3.48,90,investments,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e337e9a7ea430a8a1a1b2b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=114&cropY2=858
