name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Alice Walton,Walton,alice-walton,alice-walton,443.041,67,Wal-Mart,Fashion and Retail,F,United States,1488028203331,35336.043,17,17,http://specials-images.forbesimg.com/imageserve/57e5735da7ea430a8a1a2b8b/416x416.jpg?background=000000&cropX1=129&cropX2=590&cropY1=21&cropY2=482
S. Robson Walton,Walton,s-robson-walton,s-robson-walton,442.468,73,Wal-Mart,Fashion and Retail,M,United States,1488028203331,35579.501,15,15,http://specials-images.forbesimg.com/imageserve/56003236e4b0ffa7afe4e44b/416x416.jpg?background=000000&cropX1=122&cropX2=587&cropY1=26&cropY2=492
Bernard Arnault,Arnault,bernard-arnault,bernard-arnault,-453.298,67,LVMH,Fashion and Retail,M,France,1488028203331,41913.003,11,11,
Michael Bloomberg,Bloomberg,michael-bloomberg,michael-bloomberg,0,75,Bloomberg LP,Finance,M,United States,1488028203331,47623.333,10,10,http://specials-images.forbesimg.com/imageserve/57e57bcba7ea430a8a1a2bc2/416x416.jpg?background=000000&cropX1=37&cropX2=688&cropY1=40&cropY2=691
Larry Page,Page,larry-page,larry-page,-117.826,43,Google,Technology,M,United States,1488028203331,40736.54,12,12,http://specials-images.forbesimg.com/imageserve/5706c381e4b01d5c586fec6f/416x416.jpg?background=000000&cropX1=24&cropX2=728&cropY1=5&cropY2=709
Jeff Bezos,Bezos,jeff-bezos,jeff-bezos,-562.274,53,Amazon.com,Technology,M,United States,1488028203331,72816.198,3,3,http://specials-images.forbesimg.com/imageserve/57e577834bbe6f24d1f891d7/416x416.jpg?background=000000&cropX1=166&cropX2=541&cropY1=24&cropY2=399
Sergey Brin,Brin,sergey-brin,sergey-brin,-114.4,43,Google,Technology,M,United States,1488028203331,39806.785,13,13,http://specials-images.forbesimg.com/imageserve/57a3569a4bbe6f2005caa60e/416x416.jpg?background=000000&cropX1=169&cropX2=549&cropY1=39&cropY2=419
Li Ka-shing,Li,li-ka-shing,li-ka-shing,112.805,88,diversified,Diversified,M,Hong Kong,1488028203331,31354.469,18,18,http://specials-images.forbesimg.com/imageserve/5877b97b4bbe6f1f20eacdcf/416x416.jpg?background=000000&cropX1=155&cropX2=580&cropY1=105&cropY2=530
Mark Zuckerberg,Zuckerberg,mark-zuckerberg,mark-zuckerberg,32.836,32,Facebook,Technology,M,United States,1488028203331,56750.367,5,5,http://specials-images.forbesimg.com/imageserve/57e57b764bbe6f24d1f89201/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Michele Ferrero,Ferrero,michele-ferrero,michele-ferrero,,91,chocolates,Food and Beverage,M,Italy,1426706134496,,,,
Karl Albrecht,Albrecht,karl-albrecht,no-pic,,97,retail,Fashion and Retail,M,Germany,1405969926410,,,,
Aliko Dangote,Dangote,aliko-dangote,aliko-dangote,0,59,"cement, sugar, flour",Manufacturing,M,Nigeria,1488028203331,12176.717,109,109,
Carl Icahn,Icahn,carl-icahn,carl-icahn,48.224,81,investments,Investments,M,United States,1488028203331,16486.702,56,56,http://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=113&cropX2=730&cropY1=63&cropY2=680
George Soros,Soros,george-soros,george-soros,0,86,hedge funds,Investments,M,United States,1488028203331,25200,31,31,http://specials-images.forbesimg.com/imageserve/57e576dc31358e16c589dce3/416x416.jpg?background=000000&cropX1=27&cropX2=737&cropY1=0&cropY2=711
David Thomson,Thomson,david-thomson,david-thomson,-137.488,59,media,Media,M,Canada,1488028203331,26216.671,28,28,
Lui Che Woo,Lui,lui-che-woo,lui-che-woo,46.206,87,casinos,Gaming,M,Hong Kong,1488028203331,12202.741,104,104,http://specials-images.forbesimg.com/imageserve/5877bb6a4bbe6f1f20eace1b/416x416.jpg?background=000000&cropX1=159&cropX2=549&cropY1=108&cropY2=498
Dieter Schwarz,Schwarz,dieter-schwarz,no-pic,0,77,retail,Fashion and Retail,M,Germany,1488028203331,16992.64,54,54,
Prince Alwaleed Bin Talal Alsaud,Alsaud,prince-alwaleed-bin-talal-alsaud,prince-alwaleed-bin-talal-alsaud,-37.937,61,investments,Investments,M,Saudi Arabia,1488028203331,18359.463,47,47,
"Forrest Mars, Jr.",Mars,forrest-mars-jr,forrest-mars-jr,,85,candy,Food and Beverage,M,United States,1394742744747,,,,
Jacqueline Mars,Mars,jacqueline-mars,jacqueline-mars,0,77,candy,Food and Beverage,F,United States,1488028203331,27286.471,24,24,http://specials-images.forbesimg.com/imageserve/744195b21fae1fa502d6218397986e1d/416x416.jpg?background=000000&cropX1=85&cropX2=624&cropY1=10&cropY2=550
John Mars,Mars,john-mars,no-pic,0,80,candy,Food and Beverage,M,United States,1488028203331,27286.471,24,25,
Jorge Paulo Lemann,Lemann,jorge-paulo-lemann,jorge-paulo-lemann,-58.199,77,beer,Food and Beverage,M,Brazil,1488028203331,29167.444,22,22,http://specials-images.forbesimg.com/imageserve/56c60c88e4b062f6b59a0b84/416x416.jpg?background=000000&cropX1=95&cropX2=702&cropY1=102&cropY2=709
Lee Shau Kee,Lee,lee-shau-kee,lee-shau-kee,-16.964,89,diversified,Real Estate,M,Hong Kong,1488028203331,24802.276,32,32,http://specials-images.forbesimg.com/imageserve/5877b9fa4bbe6f1f20eacded/416x416.jpg?background=000000&cropX1=68&cropX2=670&cropY1=124&cropY2=727
"Theo Albrecht, Jr.",Albrecht,theo-albrecht-jr,no-pic,0,66,"Aldi, Trader Joe's",Fashion and Retail,M,Germany,1488028203331,18584.681,46,46,
Steve Ballmer,Ballmer,steve-ballmer,steve-ballmer,-1.353,60,Microsoft,Technology,M,United States,1488028203331,30016.317,21,21,http://specials-images.forbesimg.com/imageserve/57ed4c6631358e3740dc94ea/416x416.jpg?background=000000&cropX1=19&cropX2=744&cropY1=19&cropY2=744
Leonardo Del Vecchio,Del Vecchio,leonardo-del-vecchio,leonardo-del-vecchio,17.943,81,eyeglasses,Fashion and Retail,M,Italy,1488028203331,17963.813,51,51,
Len Blavatnik,Blavatnik,len-blavatnik,len-blavatnik,-69.208,59,diversified,Energy,M,United States,1488028203331,19878.227,43,43,http://specials-images.forbesimg.com/imageserve/57e57aba4bbe6f24d1f891ed/416x416.jpg?background=000000&cropX1=132&cropX2=628&cropY1=18&cropY2=514
Mukesh Ambani,Ambani,mukesh-ambani,mukesh-ambani,0,59,"petrochemicals, oil & gas",Energy,M,India,1488028203331,25423.081,29,29,http://specials-images.forbesimg.com/imageserve/57d87d1431358e16c5898f30/416x416.jpg?background=000000&cropX1=209&cropX2=639&cropY1=50&cropY2=480
Alisher Usmanov,Usmanov,alisher-usmanov,alisher-usmanov,27.689,63,"steel & mining, telecom, investments",Metals & Mining,M,Russia,1488028203331,15303.458,68,68,
Phil Knight,Knight,phil-knight,phil-knight,162.031,79,Nike,Fashion and Retail,M,United States,1488028203331,26625.061,27,27,http://specials-images.forbesimg.com/imageserve/57e57dfc31358e16c589dd14/416x416.jpg?background=000000&cropX1=26&cropX2=744&cropY1=58&cropY2=777
Michael Otto,Otto,michael-otto,michael-otto,5.31,73,"retail, real estate",Fashion and Retail,M,Germany,1488028203331,7668.662,180,180,
Masayoshi Son,Son,masayoshi-son,masayoshi-son,-92.606,59,"internet, telecom",Telecom,M,Japan,1488028203331,21385.453,35,35,http://specials-images.forbesimg.com/imageserve/57a3522d31358e4fd70bdb3c/416x416.jpg?background=000000&cropX1=145&cropX2=564&cropY1=19&cropY2=438
Tadashi Yanai,Yanai,tadashi-yanai,tadashi-yanai,-43.16,68,retail,Fashion and Retail,M,Japan,1488028203331,15938.471,62,62,
Gina Rinehart,Rinehart,gina-rinehart,gina-rinehart,-0.118,63,mining,Metals & Mining,F,Australia,1488028203331,14727.549,72,72,http://specials-images.forbesimg.com/imageserve/5734abc631358e68498f61ed/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797
Mikhail Fridman,Fridman,mikhail-fridman,mikhail-fridman,-74.358,52,"oil, banking, telecom",Energy,M,Russia,1488028203331,14378.935,78,78,
Michael Dell,Dell,michael-dell,michael-dell,2.113,52,Dell,Technology,M,United States,1488028203331,20736.052,38,38,http://specials-images.forbesimg.com/imageserve/57e57c5e31358e16c589dd04/416x416.jpg?background=000000&cropX1=92&cropX2=685&cropY1=44&cropY2=637
Susanne Klatten,Klatten,susanne-klatten,susanne-klatten,-222.347,54,"BMW, pharmaceuticals",Automotive,F,Germany,1488028203331,20202.894,40,40,
Abigail Johnson,Johnson,abigail-johnson,abigail-johnson,0,55,money management,Business,F,United States,1488028203331,14495.547,77,77,http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
Viktor Vekselberg,Vekselberg,viktor-vekselberg,viktor-vekselberg,-65.938,59,"metals, energy",Energy,M,Russia,1488028203331,12327.112,102,102,
Lakshmi Mittal,Mittal,lakshmi-mittal,lakshmi-mittal,-165.842,66,steel,Metals & Mining,M,India,1488028203331,16043.923,59,59,http://specials-images.forbesimg.com/imageserve/57d87e6ea7ea430a8a19dd39/416x416.jpg?background=000000&cropX1=50&cropX2=678&cropY1=85&cropY2=713
Vladimir Lisin,Lisin,vladimir-lisin,vladimir-lisin,-212.445,60,"steel, transport",Metals & Mining,M,Russia,1488028203331,15653.709,65,65,
Cheng Yu-tung,Cheng,cheng-yu-tung,cheng-yu-tung,,91,diversified,Real Estate,M,Hong Kong,1396034032932,,,,
Joseph Safra,Safra,joseph-safra,joseph-safra,-3.445,78,banking,Finance,M,Brazil,1488028203331,20509.579,39,39,http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropX1=161&cropX2=647&cropY1=16&cropY2=502
Paul Allen,Allen,paul-allen,paul-allen,15.628,64,"Microsoft, investments",Technology,M,United States,1488028203331,19937.898,42,42,http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601
Leonid Mikhelson,Mikhelson,leonid-mikhelson,leonid-mikhelson,53.603,61,"gas, chemicals",Energy,M,Russia,1488028203331,18798.449,45,45,
Anne Cox Chambers,Chambers,anne-cox-chambers,anne-cox-chambers,,97,media,Media,F,United States,1394742767909,,,,
Iris Fontbona,Fontbona,iris-fontbona,no-pic-female,73.444,74,mining,Metals & Mining,F,Chile,1488028203331,13524.748,84,84,
Francois Pinault,Pinault,francois-pinault,francois-pinault,-46.394,80,retail,Fashion and Retail,M,France,1488028203331,15939.975,61,61,
Mohammed Al Amoudi,Al Amoudi,mohammed-al-amoudi,mohammed-al-amoudi,-2.125,70,"oil, diversified",Energy,M,Saudi Arabia,1488028203331,8201.056,163,163,
Azim Premji,Premji,azim-premji,azim-premji,0,71,software,Technology,M,India,1488028203331,15106.577,70,70,http://specials-images.forbesimg.com/imageserve/57d87de9a7ea430a8a19dd33/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=248&cropY2=992
Gennady Timchenko,Timchenko,gennady-timchenko,gennady-timchenko,50.7,64,oil & gas,Energy,M,Russia,1488028203331,16400.47,57,57,
Wang Jianlin,Wang,wang-jianlin,wang-jianlin,98.695,62,real estate,Real Estate,M,China,1488028203331,31323.9,19,19,http://specials-images.forbesimg.com/imageserve/58092da94bbe6f0ad5da5dc4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=205&cropY2=949
Charles Ergen,Ergen,charles-ergen,charles-ergen,209.717,63,Dish Network,Technology,M,United States,1488028203331,18279.839,48,48,
Stefan Quandt,Quandt,stefan-quandt,stefan-quandt,-242.022,50,BMW,Automotive,M,Germany,1488028203331,18122.039,49,49,
German Larrea Mota Velasco,Larrea Mota Velasco,german-larrea-mota-velasco,no-pic,-143.961,63,mining,Metals & Mining,M,Mexico,1488028203331,13945.71,81,81,
Harold Hamm,Hamm,harold-hamm,harold-hamm,-449.453,71,oil & gas,Energy,M,United States,1488028203331,12913.01,91,91,http://specials-images.forbesimg.com/imageserve/56d0d5c1e4b0c144a7f65d68/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842
Donald Bren,Bren,donald-bren,donald-bren,0,84,real estate,Real Estate,M,United States,1488028203331,15213.496,69,69,http://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=174&cropX2=612&cropY1=32&cropY2=470
Ray Dalio,Dalio,ray-dalio,ray-dalio,0,67,hedge funds,Investments,M,United States,1488028203331,16800,55,55,http://specials-images.forbesimg.com/imageserve/57e57ee231358e16c589dd18/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815
Georg Schaeffler,Schaeffler,georg-schaeffler,georg-schaeffler,-234.212,52,ball bearings,Manufacturing,M,Germany,1488028203331,20792.426,37,37,
Luis Carlos Sarmiento,Sarmiento,luis-carlos-sarmiento,luis-carlos-sarmiento,-71.728,84,banking,Finance,M,Colombia,1488028203331,10959.461,123,123,
Serge Dassault,Dassault,serge-dassault,serge-dassault,-89.74,91,aviation,Manufacturing,M,France,1488028203331,16007.025,60,60,
Ronald Perelman,Perelman,ronald-perelman,ronald-perelman,13.939,74,leveraged buyouts,Investments,M,United States,1488028203331,12545.203,97,97,http://specials-images.forbesimg.com/imageserve/56ce29eae4b062f6b59a7f41/416x416.jpg?background=000000&cropX1=135&cropX2=623&cropY1=26&cropY2=514
Laurene Powell Jobs,Powell Jobs,laurene-powell-jobs,laurene-powell-jobs,66.699,53,"Apple, Disney",Technology,F,United States,1488028203331,20036.527,41,41,http://specials-images.forbesimg.com/imageserve/57e579fe4bbe6f24d1f891e5/416x416.jpg?background=000000&cropX1=37&cropX2=699&cropY1=11&cropY2=673
Vagit Alekperov,Alekperov,vagit-alekperov,vagit-alekperov,28.895,66,Lukoil,Energy,M,Russia,1488028203331,14567.201,76,76,
John Fredriksen,Fredriksen,john-fredriksen,john-fredriksen,-48.634,72,shipping,Logistics,M,Cyprus,1488028203331,9967.013,133,133,
Rupert Murdoch,Murdoch,rupert-murdoch,rupert-murdoch,65.441,85,media,Media,M,United States,1488028203331,13146.565,88,88,http://specials-images.forbesimg.com/imageserve/57e5848031358e16c589dd43/416x416.jpg?background=000000&cropX1=35&cropX2=713&cropY1=47&cropY2=725
John Paulson,Paulson,john-paulson,john-paulson,0,61,hedge funds,Investments,M,United States,1488028203331,7900,174,174,http://specials-images.forbesimg.com/imageserve/57e0498631358e16c589b860/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800
Ma Huateng,Ma,ma-huateng,ma-huateng,-383.951,45,internet media,Technology,M,China,1488028203331,24783.626,33,33,
Gerald Cavendish Grosvenor,Grosvenor,gerald-cavendish-grosvenor,gerald-cavendish-grosvenor,,65,real estate,Real Estate,M,United Kingdom,1425250734348,,,,
Pallonji Mistry,Mistry,pallonji-mistry,pallonji-mistry,-0.001,87,construction,Construction & Engineering,M,Ireland,1488028203331,14702.635,73,73,http://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=6&cropY2=749
Johanna Quandt,Quandt,johanna-quandt,johanna-quandt,,90,BMW,Automotive,F,Germany,1439397454581,,,,
Dilip Shanghvi,Shanghvi,dilip-shanghvi,dilip-shanghvi,0,61,pharmaceuticals,Health care,M,India,1488028203331,13730.815,83,83,http://specials-images.forbesimg.com/imageserve/57d87d824bbe6f6781c4efe8/416x416.jpg?background=000000&cropX1=92&cropX2=681&cropY1=203&cropY2=793
Jack Taylor,Taylor,jack-taylor,jack-taylor,,94,Enterprise Rent-A-Car,Service,M,United States,1394742779063,,,,
Thomas & Raymond Kwok,Kwok,thomas-raymond-kwok,thomas-raymond-kwok,48.327,,real estate,Real Estate,M,Hong Kong,1488028203331,15758.975,63,63,
Vladimir Potanin,Potanin,vladimir-potanin,vladimir-potanin,-85.201,56,metals,Metals & Mining,M,Russia,1488028203331,14241.569,79,79,
Rinat Akhmetov,Akhmetov,rinat-akhmetov,rinat-akhmetov,0,50,"steel, coal",Metals & Mining,M,Ukraine,1488028203331,4572.323,372,372,
James Simons,Simons,james-simons,james-simons,0,78,hedge funds,Investments,M,United States,1488028203331,18000,50,50,http://specials-images.forbesimg.com/imageserve/572268b731358e1869e2bb8b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Alberto Bailleres Gonzalez,Bailleres Gonzalez,alberto-bailleres-gonzalez,alberto-bailleres-gonzalez,-247.533,85,mining,Metals & Mining,M,Mexico,1488028203331,11118.324,120,120,
Robin Li,Li,robin-li,robin-li,-680.703,48,internet search,Technology,M,China,1488028203331,12597.81,95,95,http://specials-images.forbesimg.com/imageserve/57a355b44bbe6f2005caa5e7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797
Ernesto Bertarelli,Bertarelli,ernesto-bertarelli,ernesto-bertarelli,-1.702,51,"biotech, investments",Health care,M,Switzerland,1488028203331,8550.948,155,155,
Hans Rausing,Rausing,hans-rausing,hans-rausing,0,90,packaging,Media,M,Sweden,1488028203331,12500,98,98,
Zong Qinghou,Zong,zong-qinghou,zong-qinghou,0,71,beverages,Food and Beverage,M,China,1488028203331,7217.612,198,198,
Robert Kuok,Kuok,robert-kuok,robert-kuok,-38.275,93,diversified,Diversified,M,Malaysia,1488028203331,11532.477,116,116,
David & Simon Reuben,Reuben,david-simon-reuben,david-simon-reuben,0,74,"investments, real estate",Real Estate,M,United Kingdom,1488028203331,15744.41,64,64,
Dhanin Chearavanont,Chearavanont,dhanin-chearavanont,dhanin-chearavanont,-78.23,77,food,Diversified,M,Thailand,1488028203331,9668.857,134,134,
Andrey Melnichenko,Melnichenko,andrey-melnichenko,andrey-melnichenko,1.884,44,"coal, fertilizers",Energy,M,Russia,1488028203331,13448.739,85,85,
Henry Sy,Sy,henry-sy,henry-sy,-105.364,92,diversified,Diversified,M,Philippines,1488028203331,12603.013,94,94,http://specials-images.forbesimg.com/imageserve/55d64465e4b0ffa7afe4059a/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=161&cropY2=901
German Khan,Khan,german-khan,german-khan,-47.529,55,"oil, banking, telecom",Energy,M,Russia,1488028203331,9254.349,141,141,
Ananda Krishnan,Krishnan,ananda-krishnan,ananda-krishnan,-80.681,78,telecom,Telecom,M,Malaysia,1488028203331,6526.704,225,225,
Lee Kun-Hee,Lee,lee-kun-hee,lee-kun-hee,-270.152,75,Samsung,Diversified,M,South Korea,1488028203331,15325.701,66,66,http://specials-images.forbesimg.com/imageserve/571a6a9731358e1869e2a8da/416x416.jpg?background=000000&cropX1=45&cropX2=688&cropY1=0&cropY2=643
Shiv Nadar,Nadar,shiv-nadar,shiv-nadar,0,71,information technology,Technology,M,India,1488028203331,12363.111,101,101,http://specials-images.forbesimg.com/imageserve/57d87f594bbe6f6781c4efec/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=124&cropY2=868
Miuccia Prada,Prada,miuccia-prada,miuccia-prada,-18.452,67,Prada,Business,F,Italy,1488028203331,3057.342,658,658,http://specials-images.forbesimg.com/imageserve/5734ad634bbe6f636184f04c/416x416.jpg?background=000000&cropX1=116&cropX2=626&cropY1=10&cropY2=520
Alejandro Santo Domingo,Santo Domingo Davila,alejandro-santo-domingo,alejandro-santo-domingo,-11.4,40,beer,Food and Beverage,M,Colombia,1488028203331,4751.805,351,351,http://specials-images.forbesimg.com/imageserve/57e063c74bbe6f6781c525e8/416x416.jpg?background=000000&cropX1=8&cropX2=615&cropY1=23&cropY2=631
Steve Cohen,Cohen,steve-cohen,steve-cohen,0,61,hedge funds,Investments,M,United States,1488028203331,13000,90,90,
Petr Kellner,Kellner,petr-kellner,petr-kellner,-9.233,52,"banking, insurance",Finance,M,Czech Republic,1488028203331,12099.641,111,111,
