name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Abdulla bin Ahmad Al Ghurair & family,Al Ghurair,abdulla-bin-ahmad-al-ghurair,abdulla-bin-ahmad-al-ghurair,0,diversified,Diversified,M,United Arab Emirates,1488028203331,6817.232,210,210
Abhay Firodia,Firodia,abhay-firodia,abhay-firodia,-0.001,automobiles,Automotive,M,India,1488028203331,2000.889,1048,1048
Achal Bakeri,Bakeri,achal-bakeri,achal-bakeri,0,air coolers,Manufacturing,M,India,1488028203332,1307.418,1558,1558
Adam Neumann,Neumann,adam-neumann,adam-neumann,0,WeWork,Real Estate,M,Israel,1488028203331,2500,837,837
Aerin Lauder Zinterhofer,Lauder Zinterhofer,aerin-lauder-zinterhofer,aerin-lauder-zinterhofer,-4.792,cosmetics,Fashion & Retail,F,United States,1488028203332,1561.233,1339,1339
Airat Shaimiev,Shaimiev,airat-shaimiev,airat-shaimiev,5.876,"refinery, chemicals",Energy,M,Russia,1488028203332,1111.565,1748,1748
Ajay Kalsi,Kalsi,ajay-kalsi,ajay-kalsi,-20.876,oil & gas,Energy,M,India,1488028203332,1164.945,1695,1695
Ajay Piramal,Piramal,ajay-piramal,ajay-piramal,0,pharmaceuticals,Healthcare,M,India,1488028203331,3766.384,509,509
Akio Nitori,Nitori,akio-nitori,akio-nitori,-12.081,home furnishings,Fashion & Retail,M,Japan,1488028203331,3167.684,628,628
Alain Bouchard,Bouchard,alain-bouchard,alain-bouchard,-40.608,retail,Fashion & Retail,M,Canada,1488028203331,3236.601,609,609
Alain Taravella,Taravella,alain-taravella,alain-taravella,10.146,real estate,Real Estate,M,France,1488028203332,1476.746,1404,1404
Alain Wertheimer,Wertheimer,alain-wertheimer,alain-wertheimer,0,Chanel,Fashion & Retail,M,France,1488028203331,11749.655,113,113
Alan Howard,Howard,alan-howard,alan-howard,0,hedge funds,Finance and Investments,M,United Kingdom,1488028203332,1440,1431,1431
Alan Rydge,Rydge,alan-rydge,alan-rydge,12.861,entertainment,Real Estate,M,Australia,1488028203332,1026.564,1828,1828
Albert Berner & family,Berner,albert-berner,albert-berner,0,fasteners,Manufacturing,M,Germany,1488028203332,1486.391,1396,1396
Albert Shigaboutdinov,Shigaboutdinov,albert-shigaboutdinov,albert-shigaboutdinov,5.997,"refinery, chemicals",Diversified,M,Russia,1488028203332,1050.303,1803,1803
Albert Yeung,Yeung,albert-yeung,albert-yeung,-1.991,"real estate, retail",Diversified,M,Hong Kong,1488028203332,1571.696,1331,1331
Alberto Prada,Prada,alberto-prada,no-pic,-7.923,luxury goods,Fashion & Retail,M,Italy,1488028203332,1342.986,1515,1515
Alberto Roemmers,Roemmers,alberto-roemmers,no-pic,0,pharmaceuticals,Healthcare,M,Argentina,1488028203331,2032.049,1032,1032
Aldo Bensadoun,Bensadoun,aldo-bensadoun,aldo-bensadoun,0,shoes,Fashion & Retail,M,Canada,1488028203332,1004.172,1845,1845
Alejandro Bulgheroni,Bulgheroni,alejandro-bulgheroni,no-pic,0,oil & gas,Energy,M,Argentina,1488028203331,3323.83,590,590
Alejandro Santo Domingo,Santo Domingo,alejandro-santo-domingo,alejandro-santo-domingo,-11.4,beer,Food and Beverage,M,United States,1488028203331,4751.805,351,351
Alex Beard,Beard,alex-beard,alex-beard,-15.102,"mining, commodities",Metals & Mining,M,United Kingdom,1488028203332,1504.534,1379,1379
Alexander Dzhaparidze,Dzhaparidze,alexander-dzhaparidze,alexander-dzhaparidze,0,oil services,Energy,M,Russia,1488028203332,1294,1566,1566
Alexander Karp,Karp,alexander-karp,alexander-karp,0,software firm,Technology,M,United States,1488028203332,1600,1300,1300
Alexander Mamut,Mamut,alexander-mamut,alexander-mamut,-8.608,investments,Finance and Investments,M,Russia,1488028203331,2511.559,833,833
Alexander Nesis,Nesis,alexander-nesis,alexander-nesis,-6.891,"metals, banking, fertilizers",Finance and Investments,M,Russia,1488028203331,2452.931,861,861
Alexander Ponomarenko,Ponomarenko,alexander-ponomarenko,alexander-ponomarenko,0,ports,Logistics,M,Russia,1488028203331,3010,673,673
Alexander Skorobogatko,Skorobogatko,alexander-skorobogatko,alexander-skorobogatko,0,ports,Logistics,M,Russia,1488028203331,3010,673,674
Alexander Svetakov,Svetakov,alexander-svetakov,alexander-svetakov,0,"banking, real estate",Finance and Investments,M,Russia,1488028203331,3266.964,604,604
Alexander Vik,Vik,alexander-vik,alexander-vik,0,investments,Finance and Investments,M,Norway,1488028203332,1000,1847,1847
Alexandra Andresen,Andresen,alexandra-andresen,no-pic-female,0,investments,Diversified,F,Norway,1488028203332,1216.919,1642,1642
Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,0,Cargill,Food and Beverage,F,United States,1488028203332,1872.849,1131,1131
Alexandra Schoerghuber,Schoerghuber,alexandra-schoerghuber,no-pic-female,0,real estate,Real Estate,F,Germany,1488028203331,3493.677,558,558
Alexandre Grendene Bartelle,Grendene Bartelle,alexandre-grendene-bartelle,alexandre-grendene-bartelle,3.003,shoes,Fashion & Retail,M,Brazil,1488028203331,2065.755,1013,1013
Alexandre Soares dos Santos & family,Soares dos Santos,alexandre-soares-dos-santos,alexandre-soares-dos-santos,-32.729,supermarkets,Fashion & Retail,M,Portugal,1488028203331,2545.391,809,809
Alexei Ananyev,Ananyev,alexei-ananyev,alexei-ananyev,0.373,"banking, IT, real estate",Diversified,M,Russia,1488028203332,1395.705,1468,1468
Alexei Bogachev,Bogachev,alexei-bogachev,alexei-bogachev,-13.92,"retail, banking",Diversified,M,Russia,1488028203332,1012.9,1839,1839
Alfred Gantner,Gantner,alfred-gantner,no-pic,-13.295,private equity,Finance and Investments,M,Switzerland,1488028203332,1823.963,1166,1166
Alfred Oetker,Oetker,alfred-oetker,alfred-oetker,0,consumer goods,Fashion & Retail,M,Germany,1488028203331,1967.707,1069,1069
Alfredo Egydio Arruda Villela Filho,Egydio Arruda Villela Filho,alfredo-egydio-arruda-villela-filho,no-pic,-17.991,banking,Finance and Investments,M,Brazil,1488028203332,1906.28,1117,1117
Allan Goldman,Goldman,allan-goldman,no-pic,0,real estate,Real Estate,M,United States,1488028203331,3027.465,668,668
Allan Gray,Gray,allan-gray,allan-gray,0,money management,Finance and Investments,M,South Africa,1488028203332,1906.591,1116,1116
Allan Wong,Wong,allan-wong,allan-wong,0.357,electronics,Manufacturing,M,Hong Kong,1488028203332,1334.012,1534,1534
Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,34.253,petrochemicals,Manufacturing,M,India,1488028203332,1697.848,1238,1238
Alvaro Saieh Bendeck,Saieh Bendeck,alvaro-saieh-bendeck,alvaro-saieh-bendeck,-1.555,banking,Finance and Investments,M,Chile,1488028203331,2481.762,847,847
Amy Goldman Fowler,Goldman Fowler,amy-goldman-fowler,no-pic-female,0,real estate,Real Estate,F,United States,1488028203331,3046.4,662,662
Amy Wyss,Wyss,amy-wyss,amy-wyss,0,medical equipment,Healthcare,F,United States,1488028203332,1849.35,1150,1150
An Kang,An,an-kang,an-kang,29.966,pharmaceuticals,Healthcare,M,China,1488028203332,1830.735,1159,1159
Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,-17.244,banking,Finance and Investments,F,Brazil,1488028203332,1745.63,1220,1220
Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0,"mining, banking",Diversified,F,Peru,1488028203332,1450,1421,1421
Ana Maria Marcondes Penido Sant'Anna,Marcondes Penido Sant'Anna,ana-maria-marcondes-penido-santanna,no-pic-female,6.193,toll roads,Construction & Engineering,F,Brazil,1488028203332,1484.775,1397,1397
Anand Burman,Burman,anand-burman-1,anand-burman-1,0,consumer goods,Food and Beverage,M,India,1488028203332,1411.061,1453,1453
Anand Mahindra,Mahindra,anand-mahindra,anand-mahindra,0,automobiles,Automotive,M,India,1488028203332,1317.887,1547,1547
Anas Sefrioui,Sefrioui,anas-sefrioui,anas-sefrioui,1.988,real estate,Real Estate,M,Morocco,1488028203332,1044.054,1810,1810
Anatoly Lomakin,Lomakin,anatoly-lomakin,anatoly-lomakin,0,fertilizers,Metals & Mining,M,Russia,1488028203332,1425,1443,1443
Anders Holch Povlsen,Povlsen,anders-holch-povlsen,anders-holch-povlsen,-10.202,fashion retail,Fashion & Retail,M,Denmark,1488028203331,6395.612,230,230
Andre Esteves,Esteves,andre-esteves,andre-esteves,-0.274,banking,Finance and Investments,M,Brazil,1488028203332,1653.861,1264,1264
Andrea Della Valle,Della Valle,andrea-della-valle,andrea-della-valle,-6.217,shoes,Fashion & Retail,M,Italy,1488028203332,1106.366,1751,1751
Andrea Reimann-Ciardelli,Reimann-Ciardelli,andrea-reimann-ciardelli,no-pic-female,0,consumer goods,Fashion & Retail,F,United States,1488028203332,1066,1786,1786
Andreas Halvorsen,Halvorsen,andreas-halvorsen,andreas-halvorsen,0,hedge funds,Finance and Investments,M,Norway,1488028203331,3135,635,635
Andrei Guriev,Guriev,andrei-guriev,andrei-guriev,-88.158,fertilizers,Manufacturing,M,Russia,1488028203331,4502.83,380,380
Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,-1.626,"oil, banking, telecom",Energy,M,Russia,1488028203332,1188.048,1672,1672
Andrei Kozitsyn,Kozitsyn,andrei-kozitsyn,andrei-kozitsyn,0,metals,Metals & Mining,M,Russia,1488028203331,4313.748,411,411
Andrei Molchanov,Molchanov,andrei-molchanov,andrei-molchanov,69.506,construction materials,Construction & Engineering,M,Russia,1488028203332,1361.572,1498,1498
Andrei Rappoport,Rappoport,andrei-rappoport,andrei-rappoport,0,investments,Finance and Investments,M,Russia,1488028203332,1119.773,1739,1739
Andrei Skoch,Skoch,andrei-skoch,andrei-skoch,17.306,steel,Metals & Mining,M,Russia,1488028203331,6934.532,204,204
Andrej Babis,Babis,andrej-babis,andrej-babis,0,agriculture,Food and Beverage,M,Czech Republic,1488028203331,3339.003,588,588
Andres Santo Domingo,Santo Domingo,andres-santo-domingo,andres-santo-domingo,-11.4,beer,Food and Beverage,M,United States,1488028203331,4751.805,351,352
Andrew Beal,Beal,andrew-beal,andrew-beal,0,"banks, real estate",Finance and Investments,M,United States,1488028203331,10398.521,128,128
Andrew Currie,Currie,andrew-currie,no-pic,0,chemicals,Manufacturing,M,United Kingdom,1488028203331,3012.338,670,670
Andrew & Peggy Cherng,Cherng,andrew-peggy-cherng,andrew-peggy-cherng,-0.864,restaurants,Food and Beverage,,United States,1488028203331,3115.546,643,643
Andrew Tan,Tan,andrew-tan,andrew-tan,-4.693,diversified,Diversified,M,Philippines,1488028203331,2449.113,864,864
Aneel Bhusri,Bhusri,aneel-bhusri,aneel-bhusri,15.153,business software,Technology,M,United States,1488028203332,1295.456,1564,1564
Angela Leong,Leong,angela-leong,angela-leong,-4.305,casinos,Gambling & Casinos,F,Hong Kong,1488028203331,4073.762,442,442
Anita Zucker,Zucker,anita-zucker,no-pic-female,0.334,chemicals,Manufacturing,F,United States,1488028203331,2939.966,693,693
Anna Maria Braun,Braun,anna-maria-braun,no-pic-female,0,medical technology,Healthcare,F,Germany,1488028203332,1150.514,1701,1701
Anne Beaufour,Beaufour,anne-beaufour,no-pic-female,7.235,pharmaceuticals,Healthcare,F,France,1488028203331,2054.609,1018,1018
Anne Gittinger,Gittinger,anne-gittinger,no-pic-female,52.682,Nordstrom department stores,Fashion & Retail,F,United States,1488028203332,1241.268,1621,1621
Anthony Bamford & family,Bamford,anthony-bamford,anthony-bamford,0,construction equipment,Construction & Engineering,M,United Kingdom,1488028203331,2893.68,700,700
Anthony Langley,Langley,anthony-langley,anthony-langley,0,manufacturing,Diversified,M,United Kingdom,1488028203332,1450.493,1420,1420
Anthony Pratt,Pratt,anthony-pratt,anthony-pratt,0,manufacturing,Manufacturing,M,Australia,1488028203331,4445.122,391,391
Antonio Del Valle Ruiz & family,Del Valle Ruiz,antonio-del-valle-ruiz,antonio-del-valle-ruiz,3.641,chemicals,Manufacturing,M,Mexico,1488028203331,3097.411,648,648
Antony Ressler,Ressler,antony-ressler,antony-ressler,13.156,finance,Finance and Investments,M,United States,1488028203332,1931.473,1100,1100
Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,-18.796,diversified,Diversified,M,Finland,1488028203331,1932.468,1097,1097
Antti Herlin,Herlin,antti-herlin,antti-herlin,-3.952,"elevators, escalators",Manufacturing,M,Finland,1488028203331,3527.382,550,550
Ao Xiaoqiang,Ao,ao-xiaoqiang,no-pic,4.926,electrical equipment,Manufacturing,M,China,1488028203332,1025.299,1831,1831
Aras Agalarov,Agalarov,aras-agalarov,aras-agalarov,0,real estate,Fashion & Retail,M,Russia,1488028203332,1738.178,1221,1221
Aristotelis Mistakidis,Mistakidis,aristotelis-mistakidis,no-pic,-21.754,"mining, commodities",Metals & Mining,M,Greece,1488028203331,2182.558,960,960
Arkady Rotenberg,Rotenberg,arkady-rotenberg,arkady-rotenberg,0,"construction, pipes, banking",Construction & Engineering,M,Russia,1488028203331,2647.317,776,776
Arkady Volozh,Volozh,arkady-volozh,arkady-volozh,-5.513,search engine,Media & Entertainment,M,Russia,1488028203332,1038.56,1818,1818
Arthur Irving,Irving,arthur-irving,arthur-irving,0,oil,Energy,M,Canada,1488028203331,4495.817,383,383
Arturo Moreno,Moreno,arturo-moreno,arturo-moreno,2.116,"billboards, Anaheim Angels",Sports,M,United States,1488028203331,2133.406,977,977
Ashwin Dani,Dani,ashwin-dani,ashwin-dani,0,paints,Manufacturing,M,India,1488028203331,2837.408,720,720
Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,0,real estate,Real Estate,M,Singapore,1488028203332,1228.995,1633,1633
August Oetker,Oetker,august-oetker,august-oetker,0,consumer goods,Fashion & Retail,M,Germany,1488028203331,1967.707,1069,1070
Augusto & Giorgio Perfetti,Perfetti,augusto-giorgio-perfetti,no-pic,0,candy,Food and Beverage,M,Italy,1488028203331,5814.146,264,264
Ayman Asfari,Asfari,ayman-asfari,ayman-asfari,2.035,oil services,Energy,M,United Kingdom,1488028203332,1076.816,1779,1779
Azad Moopen,Moopen,azad-moopen,azad-moopen,0,healthcare,Healthcare,M,India,1488028203332,1026,1830,1830
Aziz Akhannouch & family,Akhannouch,aziz-akhannouch,aziz-akhannouch,-3.061,"petroleum, diversified",Diversified,M,Morocco,1488028203332,1549.123,1347,1347
B. Wayne Hughes Jr,Hughes,b-wayne-hughes-jr,b-wayne-hughes-jr,6.478,storage facilities,Real Estate,M,United States,1488028203332,1320.134,1546,1546
Baba Kalyani,Kalyani,baba-kalyani,baba-kalyani,-0.001,engineering,Construction & Engineering,M,India,1488028203331,2415.323,875,875
Bachtiar Karim & family,Karim,bachtiar-karim,no-pic,0,manufacturing,Manufacturing,M,Indonesia,1488028203332,1204.059,1659,1659
Balkrishan Goenka,Goenka,balkrishan-goenka,balkrishan-goenka,0,textiles,Manufacturing,M,India,1488028203332,1397.693,1464,1464
Beate Heister & Karl Albrecht Jr.,Albrecht Jr.,beate-heister-karl-albrecht-jr,no-pic,0,supermarkets,Fashion & Retail,,Germany,1488028203331,26780.98,26,26
Beda Diethelm,Diethelm,beda-diethelm,no-pic,1.323,hearing aids,Healthcare,M,Switzerland,1488028203332,1055.333,1798,1798
Belmiro de Azevedo,de Azevedo,belmiro-de-azevedo,belmiro-de-azevedo,-5.894,retail,Diversified,M,Portugal,1488028203332,1540.906,1352,1352
Ben Silbermann,Silbermann,ben-silbermann,ben-silbermann,0,Pinterest,Technology,M,United States,1488028203332,1570,1334,1334
Benjamin de Rothschild,de Rothschild,benjamin-de-rothschild,benjamin-de-rothschild,-7.795,banking,Finance and Investments,M,Switzerland,1488028203332,1496.334,1385,1385
Benu Gopal Bangur,Bangur,benu-gopal-bangur,benu-gopal-bangur,0,cement,Manufacturing,M,India,1488028203331,5607.82,277,277
Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,0,consumer goods,Food and Beverage,F,Germany,1488028203331,1967.707,1069,1071
Bernard Fraisse,Fraisse,bernard-fraisse,no-pic,0,pharmaceuticals,Healthcare,M,France,1488028203331,2315.63,909,909
Bernard Saul II,Saul,bernard-saul-ii,bernard-saul-ii,-0.933,"banking, real estate",Finance and Investments,M,United States,1488028203331,3588.739,541,541
Bernardo Matte,Matte,bernardo-matte,bernardo-matte,-23.782,paper,Manufacturing,M,Chile,1488028203331,2761.473,742,742
Bernd Freier,Freier,bernd-freier,bernd-freier,0,fashion retail,Fashion & Retail,M,Germany,1488028203332,1654.019,1263,1263
Bernhard Braun-Luedicke,Braun-Luedicke,bernhard-braun-luedicke,no-pic,0,medical technology,Healthcare,M,Germany,1488028203332,1340.642,1522,1522
Bertil Hult,Hult,bertil-hult,bertil-hult,0,education,Service,M,Sweden,1488028203331,4000,456,456
Bhadresh Shah,Shah,bhadresh-shah,bhadresh-shah,0,engineering,Manufacturing,M,India,1488028203332,1333.712,1535,1535
Bharat Desai,Desai,bharat-desai,bharat-desai,-13.092,IT consulting,Technology,M,United States,1488028203332,1029.432,1826,1826
Bill Adderley & family,Adderley,bill-adderley,no-pic,16.036,home furnishings,Fashion & Retail,M,United Kingdom,1488028203332,1238.921,1627,1627
Bill Alfond,Alfond,bill-alfond,no-pic,0.762,shoes,Fashion & Retail,M,United States,1488028203332,1439.74,1432,1432
Bill Haslam,Haslam,bill-haslam,bill-haslam,0,truck stops,Fashion & Retail,M,United States,1488028203331,2613.609,788,788
Billy Kan,Kan,billy-kan,billy-kan,-15.468,"finance, energy",Energy,M,Hong Kong,1488028203332,1029.487,1825,1825
Binod Chaudhary & family,Chaudhary,binod-chaudhary,binod-chaudhary,0,diversified,Diversified,M,Nepal,1488028203332,1303.307,1559,1559
Bob Ell,Ell,bob-ell,bob-ell,0,property,Construction & Engineering,M,Australia,1488028203332,1307.71,1557,1557
Bob Parsons,Parsons,bob-parsons,bob-parsons,15.45,web hosting,Technology,M,United States,1488028203331,2550.537,803,803
Bobby Murphy,Murphy,bobby-murphy,bobby-murphy,0,Snapchat,Technology,M,United States,1488028203331,4032,452,452
Boris Mints,Mints,boris-mints,boris-mints,-0.544,real estate,Real Estate,M,Russia,1488028203332,1342.791,1518,1518
Boris Rotenberg,Rotenberg,boris-rotenberg,boris-rotenberg,0,"construction, pipes, chemicals",Construction & Engineering,M,Russia,1488028203332,1032.231,1821,1821
B.R. Shetty,Shetty,br-shetty,br-shetty,-31.566,healthcare,Healthcare,M,India,1488028203331,2992.931,681,681
Brandt Louie,Louie,brandt-louie,brandt-louie,0,drugstores,Food and Beverage,M,Canada,1488028203331,1960.482,1080,1080
Brian Acton,Acton,brian-acton,brian-acton,2.942,WhatsApp,Technology,M,United States,1488028203331,5623.156,275,275
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,Airbnb,Technology,M,United States,1488028203331,3800,495,495
Brian Higgins,Higgins,brian-higgins,no-pic,0,hedge funds,Finance and Investments,M,United States,1488028203332,1600,1300,1301
Brian Roberts,Roberts,brian-roberts,brian-roberts,9.692,Comcast,Service,M,United States,1488028203332,1708.558,1229,1229
Brian Sheth,Sheth,brian-sheth,brian-sheth,0,investments,Finance and Investments,M,United States,1488028203332,1100,1758,1758
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,-3.348,electronics,Technology,M,Taiwan,1488028203332,1429.724,1440,1440
Bruce Halle,Halle,bruce-halle,bruce-halle,0,tires,Automotive,M,United States,1488028203331,6447.193,227,227
Bruce Karsh,Karsh,bruce-karsh,bruce-karsh,-5.362,private equity,Finance and Investments,M,United States,1488028203331,2018.208,1038,1038
Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,49.008,Nordstrom department stores,Fashion & Retail,M,United States,1488028203332,1184.537,1676,1676
Brunello Cucinelli & family,Cucinelli,brunello-cucinelli,brunello-cucinelli,-16.422,fashion,Fashion & Retail,M,Italy,1488028203332,983.618,1852,1852
Bruno Steinhoff,Steinhoff,bruno-steinhoff,no-pic,-17.634,furniture,Fashion & Retail,M,Germany,1488028203332,1169.257,1691,1691
Bryan Sheffield,Sheffield,bryan-sheffield,no-pic,-19.043,oil & gas,Energy,M,United States,1488028203332,1170.157,1690,1690
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,Chick-Fil-A,Food and Beverage,M,United States,1488028203331,3814.849,490,490
Bulat Utemuratov,Utemuratov,bulat-utemuratov,bulat-utemuratov,-3.089,"mining, banking, hotels",Metals & Mining,M,Kazakhstan,1488028203331,2384.021,887,887
Bulent Eczacibasi,Eczacibasi,bulent-eczacibasi,bulent-eczacibasi,-10.339,"pharmaceuticals, diversified",Diversified,M,Turkey,1488028203332,1619.208,1287,1287
C. Dean Metropoulos,Metropoulos,c-dean-metropoulos,c-dean-metropoulos,-7.121,investments,Food and Beverage,M,United States,1488028203331,2440.963,867,867
Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,35.083,animation,Media & Entertainment,M,China,1488028203331,2001.296,1047,1047
Cai Kui,Cai,cai-kui,cai-kui,43.895,real estate,Real Estate,M,China,1488028203331,2871.978,708,708
Cao Kejian,Cao,cao-kejian,cao-kejian,5.217,air compressors,Manufacturing,M,China,1488028203332,1421.965,1444,1444
Cao Longxiang & family,Cao,cao-longxiang,no-pic,30.388,pharmaceuticals,Healthcare,M,China,1488028203331,2919.376,695,695
Cargill MacMillan III,MacMillan,cargill-macmillan-iii,no-pic,0,Cargill,Food and Beverage,M,United States,1488028203332,1239.254,1623,1623
Carl Bennet,Bennet,carl-bennet,no-pic,-36.026,investments,Finance and Investments,M,Sweden,1488028203331,2519.764,828,828
Carl Cook,Cook,carl-cook,carl-cook,0,medical devices,Healthcare,M,United States,1488028203331,7470.983,188,188
Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1488028203331,1967.707,1069,1072
Carlo Fidani,Fidani,carlo-fidani,carlo-fidani,0,real estate,Real Estate,M,Canada,1488028203331,2041.549,1025,1025
Carlos Ardila Lülle,Ardila Lülle,carlos-ardila-lulle,carlos-ardila-lulle,0,"soft drinks, diversified",Food and Beverage,M,Colombia,1488028203331,2651.247,774,774
Carlos Hank Rhon,Hank Rhon,carlos-hank-rhon,carlos-hank-rhon,7.007,banking,Diversified,M,Mexico,1488028203331,1940.353,1094,1094
Carlos Rodriguez-Pastor,Rodriguez-Pastor,carlos-rodriguez-pastor,carlos-rodriguez-pastor,-18.588,finance,Finance and Investments,M,Peru,1488028203331,2687.77,760,760
Carlos Sanchez,Sanchez,carlos-sanchez,carlos-sanchez,0,generic drugs,Healthcare,M,Brazil,1488028203332,1787.778,1193,1193
Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,0,Publix supermarkets,Food and Beverage,F,United States,1488028203332,1671,1250,1250
Caroline Hagen Kjos,Hagen Kjos,caroline-hagen-kjos,caroline-hagen-kjos,-9.754,conglomerate,Diversified,F,Norway,1488028203331,2510.4,835,835
Carolus Nolet Sr,Nolet,carolus-nolet-sr,no-pic,-0.099,Ketel One vodka,Food and Beverage,M,Netherlands,1488028203331,2463.18,852,852
Carrie Perrodo & family,Perrodo,carrie-perrodo,carrie-perrodo,0,oil,Energy,F,France,1488028203331,6229.138,240,240
Catherine Lozick,Lozick,catherine-lozick,no-pic-female,0,valve manufacturing,Manufacturing,F,United States,1488028203332,1807.013,1176,1176
Chairul Tanjung,Tanjung,chairul-tanjung,chairul-tanjung,-3.97,diversified,Diversified,M,Indonesia,1488028203331,4553.382,374,374
Chan Laiwa & family,Chan,chan-laiwa,chan-laiwa,0,real estate,Real Estate,F,China,1488028203331,5642.414,271,271
Chan Tan Ching-fen,Chan,chan-tan-ching-fen,no-pic-female,-19.434,real estate,Real Estate,F,Hong Kong,1488028203331,2273.408,932,932
Chanchai Ruayrungruang,Ruayrungruang,chanchai-ruayrungruang,chanchai-ruayrungruang,-0.941,real estate,Real Estate,M,China,1488028203331,2886.684,702,702
Chang Pyung-Soon,Chang,chang-pyung-soon,chang-pyung-soon,0,educational services,Service,M,South Korea,1488028203332,1489.243,1394,1394
Chang Yun Chung,Chang,chang-yun-chung,no-pic,-0.245,shipping,Logistics,M,Singapore,1488028203332,1799.181,1185,1185
Chao Teng-Hsiung,Chao,chao-teng-hsiung,chao-teng-hsiung,-1.122,real estate,Real Estate,M,Taiwan,1488028203332,1534.675,1358,1358
Charles Cohen,Cohen,charles-cohen,no-pic,0,real estate,Real Estate,M,United States,1488028203331,2800,731,731
Charles Dunstone,Dunstone,charles-dunstone,charles-dunstone,28.905,mobile phones,Telecom,M,United Kingdom,1488028203332,1509.886,1374,1374
Charles Edelstenne,Edelstenne,charles-edelstenne,charles-edelstenne,-7.61,aviation,Manufacturing,M,France,1488028203332,1315.033,1551,1551
Charles Simonyi,Simonyi,charles-simonyi,charles-simonyi,0,Microsoft,Technology,M,United States,1488028203331,1954.018,1085,1085
Charles Zegar,Zegar,charles-zegar,no-pic,0,Bloomberg LP,Media & Entertainment,M,United States,1488028203332,1859.4,1140,1140
Charlotte Soderstrom,Soderstrom,charlotte-soderstrom,no-pic-female,-62.071,H&M,Fashion & Retail,F,Sweden,1488028203331,2109.058,991,991
Chase Coleman III,Coleman,chase-coleman-iii,chase-coleman-iii,0,hedge fund,Finance and Investments,M,United States,1488028203332,1920,1106,1106
Che Fengsheng,Che,che-fengsheng,che-fengsheng,4.683,pharmaceuticals,Healthcare,M,China,1488028203332,1492.377,1389,1389
Che Jianxing & family,Che,che-jianxing,che-jianxing,24.971,furniture retailing,Fashion & Retail,M,China,1488028203331,3525.738,554,554
Chen Bang,Chen,chen-bang,chen-bang,-20.758,hospitals,Healthcare,M,China,1488028203331,2140.163,974,974
Chen Baozhen,Chen,chen-baozhen,no-pic-female,0,internet services,Technology,F,China,1488028203332,1076.305,1780,1780
Chen Hua & family,Chen,chen-hua-1,chen-hua-1,-1.416,real estate,Real Estate,M,China,1488028203332,1927.796,1102,1102
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,2.766,manufacturing,Manufacturing,M,China,1488028203332,1022.644,1835,1835
Chen Jianhua & family,Chen,chen-jianhua,chen-jianhua,0,chemicals,Manufacturing,M,China,1488028203332,1857.018,1141,1141
Chen Jinxia,Chen,chen-jinxia,no-pic-female,-1.719,investments,Finance and Investments,F,China,1488028203332,1786.297,1194,1194
Chen Lip Keong,Chen,chen-lip-keong,chen-lip-keong,-8.329,"casinos, property",Gambling & Casinos,M,Malaysia,1488028203332,1629.832,1282,1282
Chen Qingzhou & family,Chen,chen-qingzhou,no-pic,86.196,communications equipment,Telecom,M,China,1488028203332,1698.5,1235,1235
Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,-0.25,real estate,Real Estate,M,Taiwan,1488028203332,1765.878,1208,1208
Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,-46.271,pharmaceuticals,Healthcare,M,China,1488028203332,1205.851,1654,1654
Cheng Xue,Cheng,cheng-xue,no-pic-female,2.969,soy sauce,Food and Beverage,F,China,1488028203332,1114.983,1744,1744
Cheung Yan,Cheung,cheung-yan,cheung-yan,-70.884,paper manufacturing,Manufacturing,F,China,1488028203332,1580.061,1322,1322
Chey Ki-Won,Chey,chey-ki-won,chey-ki-won,-6.924,"computer services, telecom",Technology,F,South Korea,1488028203332,1028.905,1827,1827
Chey Tae-Won,Chey,chey-tae-won,chey-tae-won,-21.769,"IT, telecom",Telecom,M,South Korea,1488028203331,3205.804,616,616
Chin Jong Hwa,Chin,chin-jong-hwa,chin-jong-hwa,-34.258,auto parts,Automotive,M,Taiwan,1488028203332,1587.825,1319,1319
