name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
"Robert Rich, Jr.",Rich,robert-rich-jr,robert-rich-jr,0,76,frozen foods,Food and Beverage,M,United States,1488028203331,4002.208,455,455
Haim Saban,Saban,haim-saban,haim-saban,2.298,72,"TV network, investments",Media & Entertainment,M,United States,1488028203331,2983.363,683,683
Steven Spielberg,Spielberg,steven-spielberg,steven-spielberg,0,70,Movies,Media & Entertainment,M,United States,1488028203331,3656,534,534
Keiichiro Takahara,Takahara,keiichiro-takahara,keiichiro-takahara,34.638,85,diapers,Manufacturing,M,Japan,1488028203331,4190.03,426,426
Steven Udvar-Hazy,Udvar-Hazy,steven-udvar-hazy,steven-udvar-hazy,-7.546,71,aircraft leasing,Service,M,United States,1488028203331,3776.179,505,505
Wang Wenxue,Wang,wang-wenxue,wang-wenxue,-36.983,49,real estate,Real Estate,M,China,1488028203331,4564.527,373,373
Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,-265.345,69,aluminum products,Metals & Mining,M,China,1488028203331,6646.297,217,217
Prince Sultan bin Mohammed bin Saud Al Kabeer,Al Kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,0,63,dairy farms,Food and Beverage,M,Saudi Arabia,1488028203331,3800.41,494,494
Isak Andic,Andic,isak-andic,isak-andic,-3.262,63,clothing retail,Fashion and Retail,M,Spain,1488028203331,2226.282,946,946
Neil Bluhm,Bluhm,neil-bluhm,neil-bluhm,0,79,real estate,Real Estate,M,United States,1488028203331,3258.193,607,607
John Catsimatidis,Catsimatidis,john-catsimatidis,john-catsimatidis,0,68,"oil, real estate",Energy,M,United States,1488028203331,3263,606,606
Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,no-pic,46.034,77,coffee makers,Fashion and Retail,M,Italy,1488028203331,3792.427,500,500
Abilio dos Santos Diniz,Diniz,abilio-dos-santos-diniz,abilio-dos-santos-diniz,-13.95,80,retail,Fashion and Retail,M,Brazil,1488028203331,3318.047,591,591
Pansy Ho,Ho,pansy-ho,pansy-ho,-13.236,54,casinos,Gambling & Casinos,F,Hong Kong,1488028203331,4145.699,432,432
Michel Leclercq,Leclercq,michel-leclercq,no-pic,0,77,sporting goods,Fashion and Retail,M,France,1488028203331,4214.188,422,422
Elisabeth Mohn,Mohn,elisabeth-mohn,elisabeth-mohn,0,76,media,Media & Entertainment,F,Germany,1488028203331,4310.614,412,412
Pang Kang,Pang,pang-kang,no-pic,8.955,61,soy sauce maker,Food and Beverage,M,China,1488028203331,3463.414,565,565
Qiu Guanghe,Qiu,qiu-guanghe,qiu-guanghe,2.932,65,fashion retail,Fashion & Retail,M,China,1488028203331,3424.066,569,569
Mitchell Rales,Rales,mitchell-rales,mitchell-rales,33.612,60,"manufacturing, investments",Manufacturing,M,United States,1488028203331,4549.804,375,375
Paolo & Gianfelice Mario Rocca,Rocca,paolo-gianfelice-mario-rocca,paolo-gianfelice-mario-rocca,-41.113,,pipe manufacturing,Metals & Mining,M,Italy,1488028203331,4368.773,405,405
Lynn Schusterman,Schusterman,lynn-schusterman,lynn-schusterman,0,78,"oil & gas, investments",Energy,F,United States,1488028203331,3110,645,645
Friede Springer,Springer,friede-springer,friede-springer,-27.547,74,publishing,Media & Entertainment,F,Germany,1488028203331,3891.126,471,471
Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,89.1,58,pharmaceuticals,Healthcare,M,China,1488028203331,4461.817,388,388
Jeff Sutton,Sutton,jeff-sutton,no-pic,0,57,real estate,Real Estate,M,United States,1488028203331,3564,544,544
Russ Weiner,Weiner,russ-weiner,russ-weiner,0,46,energy drinks,Food and Beverage,M,United States,1488028203331,4042.662,449,449
Marc Benioff,Benioff,marc-benioff,marc-benioff,-9.862,52,business software,Technology,M,United States,1488028203331,4032.432,451,451
Nathan Blecharczyk,Blecharczyk,nathan-blecharczyk,nathan-blecharczyk,0,33,Airbnb,Technology,M,United States,1488028203331,3800,495,497
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,62,Chick-Fil-A,Food and Beverage,M,United States,1488028203331,3814.849,490,490
Dan Cathy,Cathy,dan-cathy,dan-cathy,0,63,Chick-Fil-A,Food and Beverage,M,United States,1488028203331,3814.849,490,491
David Cheriton,Cheriton,david-cheriton,david-cheriton,7.923,65,Google,Technology,M,Canada,1488028203331,4213.783,423,423
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,35,Airbnb,Technology,M,United States,1488028203331,3800,495,495
"Edward DeBartolo, Jr.",DeBartolo,edward-debartolo-jr,edward-debartolo-jr,-7.812,70,shopping centers,Real Estate,M,United States,1488028203331,2892.353,701,701
John Gandel,Gandel,john-gandel,john-gandel,-5.221,82,shopping malls,Real Estate,M,Australia,1488028203331,4023.17,454,454
Rosa Anna Magno Garavoglia,Garavoglia,rosa-anna-magno-garavoglia,no-pic-female,,,spirits,Food and Beverage,F,Italy,1483664835495,,,
Joe Gebbia,Gebbia,joe-gebbia,joe-gebbia,0,35,Airbnb,Technology,M,United States,1488028203331,3800,495,496
Tom Gores,Gores,tom-gores,tom-gores,0,52,private equity,Finance and Investments,M,United States,1488028203331,3349,587,587
Jeff Greene,Greene,jeff-greene,jeff-greene,0,62,"real estate, investments",Real Estate,M,United States,1488028203331,3378,578,578
Jiang Bin,Jiang,jiang-bin,jiang-bin,-43.08,50,acoustic components,Technology,M,China,1488028203331,3201.442,618,618
H. Fisk Johnson,Johnson,h-fisk-johnson,h-fisk-johnson,-1.848,58,cleaning products,Manufacturing,M,United States,1488028203331,3811.996,492,492
Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,-1.848,86,cleaning products,Manufacturing,F,United States,1488028203331,3841.996,483,484
S. Curtis Johnson,Johnson,s-curtis-johnson,s-curtis-johnson,-1.848,61,cleaning products,Manufacturing,M,United States,1488028203331,3841.996,483,485
Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,-1.848,60,cleaning products,Manufacturing,F,United States,1488028203331,3841.996,483,483
Winnie Johnson-Marquart,Johnson-Marquart,winnie-johnson-marquart,winnie-johnson-marquart,-1.848,57,cleaning products,Manufacturing,F,United States,1488028203331,3841.996,483,486
Erich Kellerhals,Kellerhals,erich-kellerhals,erich-kellerhals,0,78,electronics retailer,Fashion and Retail,M,Germany,1488028203332,1822.9,1170,1170
Ma Jianrong,Ma,ma-jianrong,ma-jianrong,-11.642,53,"textiles, apparel",Fashion & Retail,M,China,1488028203331,4090.871,440,440
Bernard Marcus,Marcus,bernard-marcus,bernard-marcus,31,87,Home Depot,Fashion and Retail,M,United States,1488028203331,4073.75,443,443
Clayton Mathile,Mathile,clayton-mathile,clayton-mathile,0,76,pet food,Food and Beverage,M,United States,1488028203331,3804,493,493
Robert McNair,McNair,robert-mcnair,robert-mcnair,0,80,"energy, sports",Sports,M,United States,1488028203331,3506,556,556
Alain Merieux,Merieux,alain-merieux,alain-merieux,-84.962,79,pharmaceuticals,Healthcare,M,France,1488028203331,3905.05,468,468
Jorge Perez,Perez,jorge-perez,jorge-perez,0,67,condos,Real Estate,M,United States,1488028203331,2754.8,747,747
Qi Shi,Qi,qi-shi,qi-shi,-1.371,47,financial information,Technology,M,China,1488028203331,2300.506,917,917
Teddy Sagi,Sagi,teddy-sagi,teddy-sagi,-24.273,45,gambling software,"Gambling, Casinos",M,Israel,1488028203331,3160.699,629,629
Joan Tisch,Tisch,joan-tisch,joan-tisch,-3.892,89,diversified,Finance and Investments,F,United States,1488028203331,3849.554,481,481
Martin Viessmann,Viessmann,martin-viessmann,martin-viessmann,0,63,heating equipment,Manufacturing,M,Germany,1488028203331,4300.392,415,415
Andreas von Bechtolsheim,von Bechtolsheim,andreas-von-bechtolsheim,andreas-von-bechtolsheim,29.9,61,Google,Technology,M,Germany,1488028203331,4522.19,378,378
Zhang Guiping,Zhang,zhang-guiping,zhang-guiping,4.65,65,real estate,Real Estate,M,China,1488028203331,1983.461,1060,1060
Zhu Gongshan,Zhu,zhu-gongshan,zhu-gongshan,-5.872,59,solar panel materials,Manufacturing,M,China,1488028203331,2360.389,898,898
"Austen Cargill, II.",Cargill,austen-cargill-ii,no-pic,0,65,Cargill,Food and Beverage,M,United States,1488028203331,3928.103,465,465
"James Cargill, II.",Cargill,james-cargill-ii,no-pic,0,67,Cargill,Food and Beverage,M,United States,1488028203331,3928.103,465,466
Leon G. Cooperman,Cooperman,leon-g-cooperman,leon-g-cooperman,0,73,hedge funds,Finance and Investments,M,United States,1488028203331,3000,677,677
Mark Cuban,Cuban,mark-cuban,mark-cuban,0.017,58,online media,Media & Entertainment,M,United States,1488028203331,3404.545,572,572
Bernard Ecclestone,Ecclestone,bernard-ecclestone,bernard-ecclestone,-0.267,86,Formula One,Sports,M,United Kingdom,1488028203331,2918.352,696,696
Zarakh Iliev,Iliev,zarakh-iliev,zarakh-iliev,0,50,real estate,Real Estate,M,Russia,1488028203331,2995.42,679,680
Bachtiar Karim,Karim,bachtiar-karim,no-pic,0,60,manufacturing,Manufacturing,M,Indonesia,1488028203332,1204.059,1659,1659
Daryl Katz,Katz,daryl-katz,daryl-katz,0,55,Pharmacies,Diversified,M,Canada,1488028203331,2853.651,714,714
Li Hejun,Li,li-hejun,li-hejun,0,49,renewable energy,Energy,M,China,1488028203332,1927.341,1103,1103
Marianne Liebmann,Liebmann,marianne-liebmann,no-pic-female,0,63,Cargill,Food and Beverage,F,United States,1488028203331,3928.103,465,467
God Nisanov,Nisanov,god-nisanov,god-nisanov,0,44,real estate,Real Estate,M,Russia,1488028203331,2995.42,679,679
Kevin Plank,Plank,kevin-plank,kevin-plank,11.228,44,Under Armour,Fashion and Retail,M,United States,1488028203331,1959.125,1082,1082
Anthony Pritzker,Pritzker,anthony-pritzker,anthony-pritzker,3.774,56,"hotels, investments",Service,M,United States,1488028203331,3411.42,571,571
Jay Robert (J.B.) Pritzker,Pritzker,jay-robert-jb-pritzker,jay-robert-jb-pritzker,3.691,52,"hotels, investments",Finance and Investments,M,United States,1488028203331,3404.365,573,573
Renzo Rosso,Rosso,renzo-rosso,renzo-rosso,0,61,fashion retail,Fashion and Retail,M,Italy,1488028203331,3038.593,665,665
Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,0,63,real estate,Real Estate,M,United Arab Emirates,1488028203331,3755.574,511,511
Thomas Schmidheiny,Schmidheiny,thomas-schmidheiny,thomas-schmidheiny,-89.279,71,cement,Construction & Engineering,M,Switzerland,1488028203331,4656.193,366,366
Shaul Shani,Shani,shaul-shani,no-pic,0,62,telecom,Telecom,M,Israel,1488028203331,3350,586,586
Andreas Struengmann,Struengmann,andreas-struengmann,andreas-struengmann,0,67,pharmaceuticals,Healthcare,M,Germany,1488028203331,3121.491,641,641
Thomas Struengmann,Struengmann,thomas-struengmann,thomas-struengmann,0,67,pharmaceuticals,Healthcare,M,Germany,1488028203331,3121.491,641,642
Wu Yajun,Wu,wu-yajun,wu-yajun,73.001,53,real estate,Real Estate,F,China,1488028203331,4705.065,361,361
Yang Kai,Yang,yang-kai,yang-kai,0,60,dairy products,Food and Beverage,M,China,1488028203331,3148.067,631,631
Abdulla Al Futtaim,Al Futtaim,abdulla-al-futtaim,abdulla-al-futtaim,-5.426,,"auto dealers, investments",Automotive,M,United Arab Emirates,1488028203331,4071.452,444,444
Kapil & Rahul Bhatia,Bhatia,kapil-rahul-bhatia,kapil-rahul-bhatia,0,,Airlines,Service,M,India,1488028203331,3292.994,597,597
Pollyanna Chu,Chu,pollyanna-chu,pollyanna-chu,-55.636,58,financial services,Finance and Investments,F,Hong Kong,1488028203331,4837.034,344,344
Ken Fisher,Fisher,ken-fisher,ken-fisher,0,66,money management,Finance and Investments,M,United States,1488028203331,3719.137,519,519
Jaime Gilinski Bacal,Gilinski Bacal,jaime-gilinski-bacal,jaime-gilinski-bacal,-2.675,59,banking,Finance and Investments,M,Colombia,1488028203331,3540.984,548,548
Andreas Halvorsen,Halvorsen,andreas-halvorsen,andreas-halvorsen,0,55,hedge funds,Finance and Investments,M,Norway,1488028203331,3135,635,635
Indu Jain,Jain,jain,no-pic-female,,80,media,Media & Entertainment,F,India,1471983295272,,,
Samvel Karapetyan,Karapetyan,samvel-karapetyan,samvel-karapetyan,0,51,development,Construction & Engineering,M,Russia,1488028203331,3316.729,592,592
Barry Lam,Lam,barry-lam,barry-lam,-3.577,67,computers,Technology,M,Taiwan,1488028203331,3795.981,498,498
Lars Larsen,Larsen,lars-larsen,lars-larsen,0,68,retail,Fashion and Retail,M,Denmark,1488028203331,3780.065,503,503
Samuel Tak Lee,Lee,samuel-tak-lee,no-pic,-0.846,77,real estate,Real Estate,M,Hong Kong,1488028203331,2995.439,678,678
John Overdeck,Overdeck,john-overdeck,john-overdeck,0,47,hedge funds,Finance and Investments,M,United States,1488028203331,4820,345,346
Issad Rebrab,Rebrab,issad-rebrab,issad-rebrab,0,73,food,Food and Beverage,M,Algeria,1488028203331,3059.51,657,657
J. Christopher Reyes,Reyes,j-christopher-reyes,j-christopher-reyes,0,63,food distribution,Food and Beverage,M,United States,1488028203331,4100.718,436,436
Jude Reyes,Reyes,jude-reyes,no-pic,0,61,food distribution,Food and Beverage,M,United States,1488028203331,4100.718,436,437
David Siegel,Siegel,david-siegel-1,david-siegel-1,0,55,Hedge Funds,Finance and Investments,M,United States,1488028203331,4820,345,345
Frederick Smith,Smith,frederick-smith,frederick-smith,37.509,72,FedEx,Logistics,M,United States,1488028203331,4338.908,407,407
Donald Sterling,Sterling,donald-sterling,donald-sterling,0,82,real estate,Real Estate,M,United States,1488028203331,3504.67,557,557
Juan-Miguel Villar Mir,Villar Mir,juan-miguel-villar-mir,juan-miguel-villar-mir,-4.298,85,construction,Construction & Engineering,M,Spain,1488028203331,2762.579,741,741
Roger Wang,Wang,roger-wang,roger-wang,-11.296,68,retail,Fashion and Retail,M,United States,1488028203331,3733.22,513,513
Stephen Bisciotti,Bisciotti,stephen-bisciotti,stephen-bisciotti,0,56,"outsourcing, football",Sports,M,United States,1488028203331,3827.354,488,488
Chey Tae-Won,Chey,chey-tae-won,chey-tae-won,-21.769,56,computer services/telecoms,Telecom,M,South Korea,1488028203331,3205.804,616,616
Chung Eui-Sun,Chung,chung-eui-sun,chung-eui-sun,14.738,46,logistics,Logistics,M,South Korea,1488028203331,2544.618,811,811
David Consunji,Consunji,david-consunji,david-consunji,-57.164,95,construction,Construction & Engineering,M,Philippines,1488028203331,3107.599,646,646
Jack & Laura Dangermond,Dangermond,jack-laura-dangermond,no-pic,0,71,mapping software,Technology,M,United States,1488028203331,4163.433,430,430
Rafael Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,rafael-del-pino-y-calvo-sotelo,rafael-del-pino-y-calvo-sotelo,-6.283,58,construction,Construction & Engineering,M,Spain,1488028203331,2820.318,723,723
Dagmar Dolby,Dolby,dagmar-dolby,dagmar-dolby,4.837,75,Dolby Laboratories,Technology,F,United States,1488028203331,3527.119,551,551
Bennett Dorrance,Dorrance,bennett-dorrance,bennett-dorrance,2.125,71,Campbell Soup,Food and Beverage,M,United States,1488028203331,3207.461,614,614
Isabel dos Santos,dos Santos,isabel-dos-santos,isabel-dos-santos,1.3,43,investments,Finance and Investments,F,Angola,1488028203331,3179.21,620,620
Tilman Fertitta,Fertitta,tilman-fertitta,tilman-fertitta,0,59,"restaurants, casinos",Food and Beverage,M,United States,1488028203331,2874.029,707,707
Bernard Fraisse,Fraisse,bernard-fraisse,no-pic,0,60,pharmaceuticals,Healthcare,M,France,1488028203331,2315.63,909,909
"Amos Hostetter, Jr.",Hostetter,amos-hostetter-jr,amos-hostetter-jr,4.271,80,cable television,Media & Entertainment,M,United States,1488028203331,3193.783,619,619
Liu Yiqian,Liu,liu-yiqian,liu-yiqian,,53,investments,Finance and Investments,M,China,1477517568258,,,
Luo Jye,Luo,luo-jye,luo-jye,-31.614,91,tires,Automotive,M,Taiwan,1488028203331,3865.751,477,477
Sudhir & Samir Mehta,Mehta,sudhir-samir-mehta,sudhir-samir-mehta,0,,diversified,Diversified,M,India,1488028203331,3274.785,603,603
Jorge Moll Filho,Moll Filho,jorge-moll-filho,no-pic,0,72,hospitals,Healthcare,M,Brazil,1488028203331,3265.041,605,605
Erwin Franz Mueller,Mueller,erwin-franz-mueller,erwin-franz-mueller,0,84,drug stores,Fashion and Retail,M,Germany,1488028203331,2985.988,682,682
Michael Platt,Platt,michael-platt,michael-platt,0,48,hedge funds,Finance and Investments,M,United Kingdom,1488028203331,4500,381,382
"David Rockefeller, Sr.",Rockefeller,david-rockefeller-sr,david-rockefeller-sr,0,101,"oil, banking",Finance and Investments,M,United States,1488028203331,3279,600,600
Chanchai Ruayrungruang,Ruayrungruang,chanchai-ruayrungruang,chanchai-ruayrungruang,-0.941,63,real estate,Real Estate,M,China,1488028203331,2886.684,702,702
Naguib Sawiris,Sawiris,naguib-sawiris,naguib-sawiris,0.351,62,telecom,Telecom,M,Egypt,1488028203331,3835.208,487,487
Stephan Schmidheiny,Schmidheiny,stephan-schmidheiny,stephan-schmidheiny,0,69,investments,Finance and Investments,M,Switzerland,1488028203331,2687,761,761
Andrew Tan,Tan,andrew-tan,andrew-tan,-4.693,64,diversified,Diversified,M,Philippines,1488028203331,2449.113,864,864
Tony Tan Caktiong,Tan Caktiong,tony-tan-caktiong,tony-tan-caktiong,-9.238,64,fast food,Fashion and Retail,M,Philippines,1488028203331,3352.134,585,585
Oprah Winfrey,Winfrey,oprah-winfrey,oprah-winfrey,-1.208,63,TV shows,Media & Entertainment,F,United States,1488028203331,2970.919,688,688
Ye Chenghai,Ye,ye-chenghai,ye-chenghai,-23.938,73,pharmaceuticals,Healthcare,M,Hong Kong,1488028203331,3222.405,612,612
Kunio Busujima,Busujima,kunio-busujima,kunio-busujima,,91,pachinko machines,"Gambling, Casinos",M,Japan,1471983385123,,,
John Paul DeJoria,DeJoria,john-paul-dejoria,john-paul-dejoria,0,72,"hair products, tequila",Fashion and Retail,M,United States,1488028203331,3032.19,667,667
Lindsay Fox,Fox,lindsay-fox,lindsay-fox,-0.823,79,logistics/real estate,Logistics,M,Australia,1488028203331,3227.131,611,611
Peter Hargreaves,Hargreaves,peter-hargreaves,peter-hargreaves,-32.511,70,financial services,Finance and Investments,M,United Kingdom,1488028203331,2770.811,738,738
Erivan Haub,Haub,erivan-haub,erivan-haub,-4.649,84,retail,Fashion and Retail,M,Germany,1488028203331,5884.825,258,258
Huang Rulun,Huang,huang-rulun,huang-rulun,0,65,real estate,Real Estate,M,China,1488028203331,3663.517,533,533
Dmitry Kamenshchik,Kamenshchik,dmitry-kamenshchik,dmitry-kamenshchik,0,48,airport,Service,M,Russia,1488028203331,3700.718,523,523
Guenther Lehmann,Lehmann,guenther-lehmann,no-pic,0,,drug stores,Fashion and Retail,M,Germany,1488028203331,2428.027,871,871
Lu Xiangyang,Lu,lu-xiangyang,lu-xiangyang,-11.335,54,"automobiles, batteries",Automotive,M,China,1488028203331,2816.336,726,726
Alexander Nesis,Nesis,alexander-nesis,alexander-nesis,-6.891,54,"metals, banking, fertilizers",Finance and Investments,M,Russia,1488028203331,2452.931,861,861
Ravi Pillai,Pillai,ravi-pillai,ravi-pillai,0,63,construction,Construction & Engineering,M,India,1488028203331,3482.243,563,563
"Wilbur Ross, Jr.",Ross,wilbur-ross-jr,wilbur-ross-jr,0,79,investments,Finance and Investments,M,United States,1488028203331,2500,837,841
Dirk Rossmann,Rossmann,dirk-rossmann,dirk-rossmann,-1.44,70,drugstore chain,Fashion and Retail,M,Germany,1488028203331,2543.871,812,812
Howard Schultz,Schultz,howard-schultz,howard-schultz,-6.889,63,Starbucks,Food and Beverage,M,United States,1488028203331,3048.181,661,661
